id,distance,time,from_airport,to_airport
31729,NULL,NULL,3370,3399
31730,NULL,NULL,3370,3376
31731,NULL,NULL,1382,2170
31732,NULL,NULL,1382,580
31733,NULL,NULL,1382,1569
31734,NULL,NULL,1382,280
31735,NULL,NULL,1330,580
31736,NULL,NULL,2548,2564
31737,NULL,NULL,3275,3304
31738,NULL,NULL,344,580
31739,NULL,NULL,3375,3399
31740,NULL,NULL,3375,3383
31741,NULL,NULL,4380,3370
31742,NULL,NULL,4380,3386
31743,NULL,NULL,4380,3388
31744,NULL,NULL,4380,4108
31745,NULL,NULL,4380,6414
31746,NULL,NULL,2538,2564
31747,NULL,NULL,2538,2771
31748,NULL,NULL,3393,4097
31749,NULL,NULL,3393,3364
31750,NULL,NULL,2537,4209
31751,NULL,NULL,2537,2564
31752,NULL,NULL,609,580
31753,NULL,NULL,797,580
31754,NULL,NULL,3371,3370
31755,NULL,NULL,3395,580
31756,NULL,NULL,3395,3382
31757,NULL,NULL,3395,3394
31758,NULL,NULL,3395,3372
31759,NULL,NULL,3395,4108
31760,NULL,NULL,3395,3399
31761,NULL,NULL,3395,3379
31762,NULL,NULL,1852,1824
31763,NULL,NULL,2897,580
31764,NULL,NULL,2897,2896
31765,NULL,NULL,2545,2564
31766,NULL,NULL,488,580
31767,NULL,NULL,2547,2545
31768,NULL,NULL,1177,580
31769,NULL,NULL,3093,580
31770,NULL,NULL,3404,3386
31771,NULL,NULL,3404,3379
31772,NULL,NULL,2064,580
31773,NULL,NULL,2064,2241
31774,NULL,NULL,2241,2064
31775,NULL,NULL,3940,3316
31776,NULL,NULL,3645,580
31777,NULL,NULL,3645,507
31778,NULL,NULL,345,580
31779,NULL,NULL,2188,580
31780,NULL,NULL,2188,2194
31781,NULL,NULL,2188,4059
31782,NULL,NULL,1187,580
31783,NULL,NULL,535,580
31784,NULL,NULL,585,503
31785,NULL,NULL,585,1353
31786,NULL,NULL,3494,580
31787,NULL,NULL,3988,580
31788,NULL,NULL,1038,910
31789,NULL,NULL,1555,580
31790,NULL,NULL,1020,883
31791,NULL,NULL,1020,4059
31792,NULL,NULL,2555,2599
31793,NULL,NULL,1563,580
31794,NULL,NULL,2559,2564
31795,NULL,NULL,2559,2623
31796,NULL,NULL,340,580
31797,NULL,NULL,2560,580
31798,NULL,NULL,2560,2526
31799,NULL,NULL,2560,2564
31800,NULL,NULL,2560,2623
31801,NULL,NULL,534,580
31802,NULL,NULL,687,580
31803,NULL,NULL,2564,2442
31804,NULL,NULL,2564,580
31805,NULL,NULL,2564,2526
31806,NULL,NULL,2564,2531
31807,NULL,NULL,2564,2538
31808,NULL,NULL,2564,2537
31809,NULL,NULL,2564,2545
31810,NULL,NULL,2564,2555
31811,NULL,NULL,2564,2559
31812,NULL,NULL,2564,2560
31813,NULL,NULL,2564,2581
31814,NULL,NULL,2564,2595
31815,NULL,NULL,2564,2599
31816,NULL,NULL,2564,2616
31817,NULL,NULL,2564,2621
31818,NULL,NULL,1665,580
31819,NULL,NULL,2673,580
31820,NULL,NULL,352,580
31821,NULL,NULL,4120,3386
31822,NULL,NULL,4120,3383
31823,NULL,NULL,342,580
31824,NULL,NULL,1909,580
31825,NULL,NULL,1909,1760
31826,NULL,NULL,421,580
31827,NULL,NULL,3386,580
31828,NULL,NULL,3386,4380
31829,NULL,NULL,3386,3404
31830,NULL,NULL,3386,4120
31831,NULL,NULL,3386,3400
31832,NULL,NULL,3386,3372
31833,NULL,NULL,3386,4144
31834,NULL,NULL,3386,4030
31835,NULL,NULL,3386,3390
31836,NULL,NULL,7519,3371
31837,NULL,NULL,3077,580
31838,NULL,NULL,3728,3484
31839,NULL,NULL,3400,3386
31840,NULL,NULL,3400,3379
31841,NULL,NULL,3400,3383
31842,NULL,NULL,1005,907
31843,NULL,NULL,1005,4059
31844,NULL,NULL,515,580
31845,NULL,NULL,3714,580
31846,NULL,NULL,3550,580
31847,NULL,NULL,3930,580
31848,NULL,NULL,3930,3406
31849,NULL,NULL,4330,580
31850,NULL,NULL,4085,3395
31851,NULL,NULL,1701,580
31852,NULL,NULL,3797,580
31853,NULL,NULL,3797,302
31854,NULL,NULL,3797,507
31855,NULL,NULL,4119,1107
31856,NULL,NULL,4119,4059
31857,NULL,NULL,6411,3406
31858,NULL,NULL,813,580
31859,NULL,NULL,813,838
31860,NULL,NULL,3492,3808
31861,NULL,NULL,2575,2531
31862,NULL,NULL,1180,1177
31863,NULL,NULL,270,580
31864,NULL,NULL,2939,580
31865,NULL,NULL,1165,1120
31866,NULL,NULL,1165,1187
31867,NULL,NULL,1165,4059
31868,NULL,NULL,3992,580
31869,NULL,NULL,3382,3395
31870,NULL,NULL,3382,3386
31871,NULL,NULL,6407,3399
31872,NULL,NULL,638,580
31873,NULL,NULL,1175,1107
31874,NULL,NULL,1175,580
31875,NULL,NULL,3808,3492
31876,NULL,NULL,3808,3577
31877,NULL,NULL,3808,3856
31878,NULL,NULL,3304,580
31879,NULL,NULL,3304,3275
31880,NULL,NULL,3394,3395
31881,NULL,NULL,3394,6386
31882,NULL,NULL,3394,6355
31883,NULL,NULL,2176,580
31884,NULL,NULL,2176,2057
31885,NULL,NULL,3372,3395
31886,NULL,NULL,3372,3386
31887,NULL,NULL,3372,3373
31888,NULL,NULL,3484,580
31889,NULL,NULL,3484,3514
31890,NULL,NULL,3484,3858
31891,NULL,NULL,3484,3456
31892,NULL,NULL,517,580
31893,NULL,NULL,1197,580
31894,NULL,NULL,503,580
31895,NULL,NULL,503,585
31896,NULL,NULL,503,591
31897,NULL,NULL,2581,2564
31898,NULL,NULL,2581,2623
31899,NULL,NULL,2948,580
31900,NULL,NULL,502,3682
31901,NULL,NULL,507,580
31902,NULL,NULL,507,3682
31903,NULL,NULL,507,3448
31904,NULL,NULL,507,3645
31905,NULL,NULL,507,3797
31906,NULL,NULL,507,3576
31907,NULL,NULL,507,3858
31908,NULL,NULL,2789,580
31909,NULL,NULL,1529,580
31910,NULL,NULL,1638,580
31911,NULL,NULL,1569,1382
31912,NULL,NULL,1016,907
31913,NULL,NULL,1016,4059
31914,NULL,NULL,273,580
31915,NULL,NULL,742,580
31916,NULL,NULL,491,580
31917,NULL,NULL,907,1005
31918,NULL,NULL,907,1016
31919,NULL,NULL,907,4059
31920,NULL,NULL,629,580
31921,NULL,NULL,4097,3393
31922,NULL,NULL,1335,580
31923,NULL,NULL,1229,580
31924,NULL,NULL,1229,1054
31925,NULL,NULL,478,580
31926,NULL,NULL,478,3682
31927,NULL,NULL,2591,2526
31928,NULL,NULL,2194,2179
31929,NULL,NULL,2194,4059
31930,NULL,NULL,4334,3406
31931,NULL,NULL,3473,580
31932,NULL,NULL,1824,580
31933,NULL,NULL,1824,1825
31934,NULL,NULL,1863,1767
31935,NULL,NULL,1863,1885
31936,NULL,NULL,3576,580
31937,NULL,NULL,3576,507
31938,NULL,NULL,522,580
31939,NULL,NULL,2397,580
31940,NULL,NULL,2397,3383
31941,NULL,NULL,1353,580
31942,NULL,NULL,1353,585
31943,NULL,NULL,3858,580
31944,NULL,NULL,3858,3645
31945,NULL,NULL,3858,3484
31946,NULL,NULL,3858,507
31947,NULL,NULL,3858,3577
31948,NULL,NULL,346,580
31949,NULL,NULL,1524,580
31950,NULL,NULL,4059,1107
31951,NULL,NULL,4059,580
31952,NULL,NULL,4059,1120
31953,NULL,NULL,4059,883
31954,NULL,NULL,4059,2188
31955,NULL,NULL,4059,1038
31956,NULL,NULL,4059,1020
31957,NULL,NULL,4059,1005
31958,NULL,NULL,4059,4119
31959,NULL,NULL,4059,1165
31960,NULL,NULL,4059,1016
31961,NULL,NULL,4059,907
31962,NULL,NULL,1354,580
31963,NULL,NULL,521,580
31964,NULL,NULL,6413,3406
31965,NULL,NULL,3942,3406
31966,NULL,NULL,280,1382
31967,NULL,NULL,280,246
31968,NULL,NULL,3388,4380
31969,NULL,NULL,3388,3383
31970,NULL,NULL,910,4059
31971,NULL,NULL,3373,3372
31972,NULL,NULL,2279,580
31973,NULL,NULL,1418,580
31974,NULL,NULL,347,580
31975,NULL,NULL,2595,2564
31976,NULL,NULL,547,580
31977,NULL,NULL,3456,3484
31978,NULL,NULL,3830,580
31979,NULL,NULL,644,580
31980,NULL,NULL,1657,580
31981,NULL,NULL,246,280
31982,NULL,NULL,2773,580
31983,NULL,NULL,3720,580
31984,NULL,NULL,3720,3858
31985,NULL,NULL,3364,580
31986,NULL,NULL,3364,3370
31987,NULL,NULL,3364,3393
31988,NULL,NULL,3364,3399
31989,NULL,NULL,3364,3383
31990,NULL,NULL,3351,3370
31991,NULL,NULL,3998,1229
31992,NULL,NULL,2599,2816
31993,NULL,NULL,1587,580
31994,NULL,NULL,3839,3469
31995,NULL,NULL,1871,580
31996,NULL,NULL,1871,1863
31997,NULL,NULL,1871,1885
31998,NULL,NULL,1760,580
31999,NULL,NULL,3406,580
32000,NULL,NULL,3406,3370
32001,NULL,NULL,3406,3942
32002,NULL,NULL,3406,3390
32003,NULL,NULL,3406,3376
32004,NULL,NULL,2607,2548
32005,NULL,NULL,591,503
32006,NULL,NULL,1772,1885
32007,NULL,NULL,3577,580
32008,NULL,NULL,3577,3728
32009,NULL,NULL,3577,3808
32010,NULL,NULL,3469,580
32011,NULL,NULL,3469,3577
32012,NULL,NULL,3205,3370
32013,NULL,NULL,4144,3386
32014,NULL,NULL,4144,3379
32015,NULL,NULL,4144,3383
32016,NULL,NULL,3316,580
32017,NULL,NULL,3316,3370
32018,NULL,NULL,3316,3940
32019,NULL,NULL,3316,3177
32020,NULL,NULL,3856,3492
32021,NULL,NULL,1885,1767
32022,NULL,NULL,1885,1871
32023,NULL,NULL,1885,1776
32024,NULL,NULL,3536,3728
32025,NULL,NULL,3536,3484
32026,NULL,NULL,2616,2526
32027,NULL,NULL,2616,2564
32028,NULL,NULL,2621,4209
32029,NULL,NULL,2621,2577
32030,NULL,NULL,350,580
32031,NULL,NULL,666,580
32032,NULL,NULL,2985,580
32033,NULL,NULL,1435,580
32034,NULL,NULL,2899,2897
32035,NULL,NULL,4030,3386
32036,NULL,NULL,3390,3386
32037,NULL,NULL,3390,3400
32038,NULL,NULL,3390,3406
32039,NULL,NULL,7862,3382
32040,NULL,NULL,1057,1229
32041,NULL,NULL,1776,1885
32042,NULL,NULL,2623,2559
32043,NULL,NULL,2623,2560
32044,NULL,NULL,2623,2581
32045,NULL,NULL,415,580
32046,NULL,NULL,1273,580
32047,NULL,NULL,1590,580
32048,NULL,NULL,4108,3395
32049,NULL,NULL,4108,3404
32050,NULL,NULL,2276,3885
32051,NULL,NULL,665,580
32052,NULL,NULL,664,580
32053,NULL,NULL,1526,580
32054,NULL,NULL,351,580
32055,NULL,NULL,2688,2673
32056,NULL,NULL,3399,3375
32057,NULL,NULL,3399,3395
32058,NULL,NULL,3399,4330
32059,NULL,NULL,3399,2985
32060,NULL,NULL,3399,3379
32061,NULL,NULL,3177,3885
32062,NULL,NULL,3177,3316
32063,NULL,NULL,1551,580
32064,NULL,NULL,1613,580
32065,NULL,NULL,2771,2538
32066,NULL,NULL,679,580
32067,NULL,NULL,6392,3390
32068,NULL,NULL,3376,3370
32069,NULL,NULL,3379,3395
32070,NULL,NULL,3379,3404
32071,NULL,NULL,3379,3386
32072,NULL,NULL,3379,3400
32073,NULL,NULL,3379,4144
32074,NULL,NULL,3383,580
32075,NULL,NULL,3383,3375
32076,NULL,NULL,3383,4120
32077,NULL,NULL,3383,2397
32078,NULL,NULL,3383,3388
32079,NULL,NULL,3383,3364
32080,NULL,NULL,3383,4144
32081,NULL,NULL,3383,3374
32082,NULL,NULL,3383,6392
32083,NULL,NULL,49,160
32084,NULL,NULL,49,178
32085,NULL,NULL,49,193
32086,NULL,NULL,6394,3383
32087,NULL,NULL,87,49
32088,NULL,NULL,90,49
32089,NULL,NULL,6414,4380
32090,NULL,NULL,120,178
32091,NULL,NULL,121,193
32092,NULL,NULL,146,580
32093,NULL,NULL,156,580
32094,NULL,NULL,156,178
32095,NULL,NULL,160,121
32096,NULL,NULL,160,146
32097,NULL,NULL,178,580
32098,NULL,NULL,178,120
32099,NULL,NULL,178,146
32100,NULL,NULL,178,156
32101,NULL,NULL,178,160
32102,NULL,NULL,193,580
32103,NULL,NULL,1678,580
32104,NULL,NULL,6355,3394
32105,NULL,NULL,580,302
32106,NULL,NULL,580,1606
32107,NULL,NULL,3941,1606
32108,NULL,NULL,3941,1194
32109,NULL,NULL,302,580
32110,NULL,NULL,302,1606
32111,NULL,NULL,1509,1606
32112,NULL,NULL,1509,346
32113,NULL,NULL,4029,1606
32114,NULL,NULL,345,1606
32115,NULL,NULL,1555,1606
32116,NULL,NULL,340,1606
32117,NULL,NULL,342,1606
32118,NULL,NULL,1701,1606
32119,NULL,NULL,1197,1606
32120,NULL,NULL,502,1606
32121,NULL,NULL,507,1606
32122,NULL,NULL,1529,1606
32123,NULL,NULL,478,1606
32124,NULL,NULL,1606,580
32125,NULL,NULL,1606,3941
32126,NULL,NULL,1606,302
32127,NULL,NULL,1606,1509
32128,NULL,NULL,1606,4029
32129,NULL,NULL,1606,345
32130,NULL,NULL,1606,1555
32131,NULL,NULL,1606,340
32132,NULL,NULL,1606,342
32133,NULL,NULL,1606,1701
32134,NULL,NULL,1606,1197
32135,NULL,NULL,1606,502
32136,NULL,NULL,1606,507
32137,NULL,NULL,1606,1529
32138,NULL,NULL,1606,478
32139,NULL,NULL,1606,346
32140,NULL,NULL,1606,1386
32141,NULL,NULL,1606,1157
32142,NULL,NULL,1606,351
32143,NULL,NULL,1606,1613
32144,NULL,NULL,1606,1678
32145,NULL,NULL,346,1509
32146,NULL,NULL,346,1606
32147,NULL,NULL,1386,1606
32148,NULL,NULL,1194,3941
32149,NULL,NULL,1157,1606
32150,NULL,NULL,351,1606
32151,NULL,NULL,1613,1606
32152,NULL,NULL,1678,1606
32153,NULL,NULL,6346,6341
32154,NULL,NULL,3370,6341
32155,NULL,NULL,6343,6341
32156,NULL,NULL,3393,6341
32157,NULL,NULL,3371,6341
32158,NULL,NULL,3395,6341
32159,NULL,NULL,4109,6341
32160,NULL,NULL,6344,6341
32161,NULL,NULL,6434,6341
32162,NULL,NULL,6367,6341
32163,NULL,NULL,7457,6341
32164,NULL,NULL,6345,6341
32165,NULL,NULL,3386,6341
32166,NULL,NULL,3366,6341
32167,NULL,NULL,6395,6341
32168,NULL,NULL,6382,6341
32169,NULL,NULL,6431,6341
32170,NULL,NULL,6383,6341
32171,NULL,NULL,6385,6341
32172,NULL,NULL,6341,6346
32173,NULL,NULL,6341,3370
32174,NULL,NULL,6341,6343
32175,NULL,NULL,6341,3393
32176,NULL,NULL,6341,3371
32177,NULL,NULL,6341,3395
32178,NULL,NULL,6341,4109
32179,NULL,NULL,6341,6344
32180,NULL,NULL,6341,6434
32181,NULL,NULL,6341,6367
32182,NULL,NULL,6341,7457
32183,NULL,NULL,6341,6345
32184,NULL,NULL,6341,3386
32185,NULL,NULL,6341,3366
32186,NULL,NULL,6341,6395
32187,NULL,NULL,6341,6382
32188,NULL,NULL,6341,6431
32189,NULL,NULL,6341,6383
32190,NULL,NULL,6341,6385
32191,NULL,NULL,6341,6359
32192,NULL,NULL,6341,5475
32193,NULL,NULL,6341,6954
32194,NULL,NULL,6341,4030
32195,NULL,NULL,6341,6368
32196,NULL,NULL,6341,6955
32197,NULL,NULL,6341,3376
32198,NULL,NULL,6341,6390
32199,NULL,NULL,6341,6350
32200,NULL,NULL,6341,3383
32201,NULL,NULL,6359,6341
32202,NULL,NULL,5475,6341
32203,NULL,NULL,6954,6341
32204,NULL,NULL,4030,6341
32205,NULL,NULL,4030,3376
32206,NULL,NULL,6368,6341
32207,NULL,NULL,6955,6341
32208,NULL,NULL,3376,6341
32209,NULL,NULL,3376,4030
32210,NULL,NULL,6390,6341
32211,NULL,NULL,6350,6341
32212,NULL,NULL,3383,6341
32213,NULL,NULL,253,1084
32214,NULL,NULL,253,4059
32215,NULL,NULL,248,1059
32216,NULL,NULL,248,4059
32217,NULL,NULL,248,1063
32218,NULL,NULL,1107,4119
32219,NULL,NULL,1107,4059
32220,NULL,NULL,580,4059
32221,NULL,NULL,984,4059
32222,NULL,NULL,888,897
32223,NULL,NULL,888,4059
32224,NULL,NULL,1120,1165
32225,NULL,NULL,1120,4059
32226,NULL,NULL,3885,3370
32227,NULL,NULL,3885,3077
32228,NULL,NULL,3885,3930
32229,NULL,NULL,3885,4059
32230,NULL,NULL,3885,3361
32231,NULL,NULL,1044,1084
32232,NULL,NULL,1044,4059
32233,NULL,NULL,2997,4059
32234,NULL,NULL,883,1020
32235,NULL,NULL,883,4059
32236,NULL,NULL,1128,1175
32237,NULL,NULL,3370,3885
32238,NULL,NULL,3370,2188
32239,NULL,NULL,1382,4059
32240,NULL,NULL,1382,1678
32241,NULL,NULL,245,4059
32242,NULL,NULL,245,999
32243,NULL,NULL,245,246
32244,NULL,NULL,1177,4059
32245,NULL,NULL,1177,1186
32246,NULL,NULL,1084,253
32247,NULL,NULL,1084,1044
32248,NULL,NULL,897,888
32249,NULL,NULL,897,970
32250,NULL,NULL,897,4059
32251,NULL,NULL,2188,3370
32252,NULL,NULL,2188,2194
32253,NULL,NULL,2188,4059
32254,NULL,NULL,2188,3364
32255,NULL,NULL,2188,2985
32256,NULL,NULL,915,912
32257,NULL,NULL,915,4059
32258,NULL,NULL,1187,4059
32259,NULL,NULL,535,1382
32260,NULL,NULL,1038,910
32261,NULL,NULL,1555,1524
32262,NULL,NULL,1555,4059
32263,NULL,NULL,1020,883
32264,NULL,NULL,1020,4059
32265,NULL,NULL,1059,248
32266,NULL,NULL,881,4059
32267,NULL,NULL,912,4059
32268,NULL,NULL,3077,3885
32269,NULL,NULL,1005,907
32270,NULL,NULL,1005,4059
32271,NULL,NULL,3930,3885
32272,NULL,NULL,2072,4059
32273,NULL,NULL,4119,1107
32274,NULL,NULL,4119,4059
32275,NULL,NULL,813,4059
32276,NULL,NULL,1180,1183
32277,NULL,NULL,1180,4059
32278,NULL,NULL,1173,4059
32279,NULL,NULL,1165,1120
32280,NULL,NULL,1165,4059
32281,NULL,NULL,1140,4059
32282,NULL,NULL,1175,1128
32283,NULL,NULL,1175,4059
32284,NULL,NULL,951,4059
32285,NULL,NULL,970,4059
32286,NULL,NULL,507,4059
32287,NULL,NULL,1016,907
32288,NULL,NULL,1016,4059
32289,NULL,NULL,273,245
32290,NULL,NULL,273,4059
32291,NULL,NULL,907,1005
32292,NULL,NULL,907,1016
32293,NULL,NULL,907,4059
32294,NULL,NULL,1145,4059
32295,NULL,NULL,1145,1186
32296,NULL,NULL,2194,4059
32297,NULL,NULL,979,4059
32298,NULL,NULL,979,985
32299,NULL,NULL,893,4059
32300,NULL,NULL,1183,1180
32301,NULL,NULL,1183,4059
32302,NULL,NULL,1524,1555
32303,NULL,NULL,5694,4059
32304,NULL,NULL,4059,253
32305,NULL,NULL,4059,248
32306,NULL,NULL,4059,1107
32307,NULL,NULL,4059,580
32308,NULL,NULL,4059,984
32309,NULL,NULL,4059,888
32310,NULL,NULL,4059,1120
32311,NULL,NULL,4059,3885
32312,NULL,NULL,4059,1044
32313,NULL,NULL,4059,2997
32314,NULL,NULL,4059,883
32315,NULL,NULL,4059,1382
32316,NULL,NULL,4059,245
32317,NULL,NULL,4059,1177
32318,NULL,NULL,4059,897
32319,NULL,NULL,4059,2188
32320,NULL,NULL,4059,915
32321,NULL,NULL,4059,1187
32322,NULL,NULL,4059,1038
32323,NULL,NULL,4059,1555
32324,NULL,NULL,4059,1020
32325,NULL,NULL,4059,881
32326,NULL,NULL,4059,912
32327,NULL,NULL,4059,1005
32328,NULL,NULL,4059,2072
32329,NULL,NULL,4059,4119
32330,NULL,NULL,4059,813
32331,NULL,NULL,4059,1180
32332,NULL,NULL,4059,1173
32333,NULL,NULL,4059,1165
32334,NULL,NULL,4059,1140
32335,NULL,NULL,4059,1175
32336,NULL,NULL,4059,951
32337,NULL,NULL,4059,507
32338,NULL,NULL,4059,1016
32339,NULL,NULL,4059,273
32340,NULL,NULL,4059,907
32341,NULL,NULL,4059,1145
32342,NULL,NULL,4059,979
32343,NULL,NULL,4059,893
32344,NULL,NULL,4059,1183
32345,NULL,NULL,4059,5694
32346,NULL,NULL,4059,999
32347,NULL,NULL,4059,4161
32348,NULL,NULL,4059,246
32349,NULL,NULL,4059,985
32350,NULL,NULL,4059,994
32351,NULL,NULL,4059,918
32352,NULL,NULL,4059,1186
32353,NULL,NULL,999,245
32354,NULL,NULL,999,4059
32355,NULL,NULL,910,4059
32356,NULL,NULL,4161,4059
32357,NULL,NULL,246,245
32358,NULL,NULL,246,4059
32359,NULL,NULL,3364,2188
32360,NULL,NULL,985,979
32361,NULL,NULL,985,4059
32362,NULL,NULL,1063,248
32363,NULL,NULL,994,4059
32364,NULL,NULL,2985,2188
32365,NULL,NULL,3361,3885
32366,NULL,NULL,918,4059
32367,NULL,NULL,1186,1177
32368,NULL,NULL,1186,1145
32369,NULL,NULL,1186,4059
32370,NULL,NULL,1678,1382
32371,NULL,NULL,4029,2912
32372,NULL,NULL,4029,2913
32373,NULL,NULL,2188,2912
32374,NULL,NULL,2912,4029
32375,NULL,NULL,2912,2188
32376,NULL,NULL,2912,1701
32377,NULL,NULL,2912,4374
32378,NULL,NULL,2912,2975
32379,NULL,NULL,2912,3399
32380,NULL,NULL,1701,2912
32381,NULL,NULL,4374,2912
32382,NULL,NULL,4374,2913
32383,NULL,NULL,4118,2913
32384,NULL,NULL,2948,2913
32385,NULL,NULL,2913,4029
32386,NULL,NULL,2913,4374
32387,NULL,NULL,2913,4118
32388,NULL,NULL,2913,2948
32389,NULL,NULL,2913,4078
32390,NULL,NULL,2913,2975
32391,NULL,NULL,4078,2913
32392,NULL,NULL,2975,2912
32393,NULL,NULL,2975,2913
32394,NULL,NULL,3399,2912
32395,NULL,NULL,3794,3774
32396,NULL,NULL,3794,3460
32397,NULL,NULL,3794,7154
32398,NULL,NULL,3794,7153
32399,NULL,NULL,3794,7102
32400,NULL,NULL,3794,7158
32401,NULL,NULL,3794,7159
32402,NULL,NULL,3774,3794
32403,NULL,NULL,3774,5967
32404,NULL,NULL,3774,3854
32405,NULL,NULL,3774,3460
32406,NULL,NULL,3774,5965
32407,NULL,NULL,3774,6742
32408,NULL,NULL,3774,3426
32409,NULL,NULL,3774,7247
32410,NULL,NULL,3774,7088
32411,NULL,NULL,5967,3774
32412,NULL,NULL,5967,7088
32413,NULL,NULL,3854,3774
32414,NULL,NULL,3854,7202
32415,NULL,NULL,3854,6765
32416,NULL,NULL,3854,7203
32417,NULL,NULL,3854,7204
32418,NULL,NULL,3460,3794
32419,NULL,NULL,3460,3774
32420,NULL,NULL,3460,7100
32421,NULL,NULL,3460,7103
32422,NULL,NULL,3460,6767
32423,NULL,NULL,3860,7196
32424,NULL,NULL,3860,6134
32425,NULL,NULL,7154,3794
32426,NULL,NULL,7154,7158
32427,NULL,NULL,6763,7102
32428,NULL,NULL,7196,3860
32429,NULL,NULL,7155,7153
32430,NULL,NULL,7153,3794
32431,NULL,NULL,7153,7155
32432,NULL,NULL,7100,3460
32433,NULL,NULL,7100,6764
32434,NULL,NULL,7202,3854
32435,NULL,NULL,7101,6764
32436,NULL,NULL,7102,3794
32437,NULL,NULL,7102,6763
32438,NULL,NULL,7103,3460
32439,NULL,NULL,7103,7104
32440,NULL,NULL,6764,7100
32441,NULL,NULL,6764,7101
32442,NULL,NULL,6134,3860
32443,NULL,NULL,6765,3854
32444,NULL,NULL,5965,3774
32445,NULL,NULL,7203,3854
32446,NULL,NULL,7158,3794
32447,NULL,NULL,7158,7154
32448,NULL,NULL,7158,6766
32449,NULL,NULL,7204,7203
32450,NULL,NULL,6766,7158
32451,NULL,NULL,6742,3774
32452,NULL,NULL,3426,3774
32453,NULL,NULL,3426,7247
32454,NULL,NULL,7247,3774
32455,NULL,NULL,7247,3426
32456,NULL,NULL,6767,3460
32457,NULL,NULL,7104,6767
32458,NULL,NULL,7088,3774
32459,NULL,NULL,7088,5967
32460,NULL,NULL,7159,3794
32461,NULL,NULL,1107,2176
32462,NULL,NULL,2170,2176
32463,NULL,NULL,2179,2176
32464,NULL,NULL,2179,2194
32465,NULL,NULL,2057,2176
32466,NULL,NULL,2177,2176
32467,NULL,NULL,3885,2176
32468,NULL,NULL,3885,2397
32469,NULL,NULL,2997,2176
32470,NULL,NULL,1128,2176
32471,NULL,NULL,1382,1555
32472,NULL,NULL,3275,3304
32473,NULL,NULL,3024,2176
32474,NULL,NULL,3136,2176
32475,NULL,NULL,3076,2176
32476,NULL,NULL,2236,2176
32477,NULL,NULL,3093,2176
32478,NULL,NULL,2064,2176
32479,NULL,NULL,2241,2176
32480,NULL,NULL,2241,3980
32481,NULL,NULL,2188,2176
32482,NULL,NULL,1555,1382
32483,NULL,NULL,1555,2176
32484,NULL,NULL,340,1665
32485,NULL,NULL,340,2176
32486,NULL,NULL,1665,340
32487,NULL,NULL,3410,2176
32488,NULL,NULL,8235,2176
32489,NULL,NULL,4330,2176
32490,NULL,NULL,2223,2176
32491,NULL,NULL,2072,2176
32492,NULL,NULL,3797,2176
32493,NULL,NULL,3797,507
32494,NULL,NULL,3304,3275
32495,NULL,NULL,3304,2176
32496,NULL,NULL,2176,1107
32497,NULL,NULL,2176,2170
32498,NULL,NULL,2176,2179
32499,NULL,NULL,2176,2057
32500,NULL,NULL,2176,2177
32501,NULL,NULL,2176,3885
32502,NULL,NULL,2176,2997
32503,NULL,NULL,2176,1128
32504,NULL,NULL,2176,3024
32505,NULL,NULL,2176,3136
32506,NULL,NULL,2176,3076
32507,NULL,NULL,2176,2236
32508,NULL,NULL,2176,3093
32509,NULL,NULL,2176,2064
32510,NULL,NULL,2176,2241
32511,NULL,NULL,2176,2188
32512,NULL,NULL,2176,1555
32513,NULL,NULL,2176,340
32514,NULL,NULL,2176,3410
32515,NULL,NULL,2176,8235
32516,NULL,NULL,2176,4330
32517,NULL,NULL,2176,2223
32518,NULL,NULL,2176,2072
32519,NULL,NULL,2176,3797
32520,NULL,NULL,2176,3304
32521,NULL,NULL,2176,507
32522,NULL,NULL,2176,3144
32523,NULL,NULL,2176,2194
32524,NULL,NULL,2176,2074
32525,NULL,NULL,2176,2082
32526,NULL,NULL,2176,3980
32527,NULL,NULL,2176,4057
32528,NULL,NULL,2176,3153
32529,NULL,NULL,507,3797
32530,NULL,NULL,507,2176
32531,NULL,NULL,3144,2176
32532,NULL,NULL,2194,2179
32533,NULL,NULL,2194,2176
32534,NULL,NULL,2074,2176
32535,NULL,NULL,2397,3885
32536,NULL,NULL,2082,2176
32537,NULL,NULL,3980,2241
32538,NULL,NULL,3980,2176
32539,NULL,NULL,4057,2176
32540,NULL,NULL,3153,2176
32541,NULL,NULL,1925,1926
32542,NULL,NULL,1925,4314
32543,NULL,NULL,1926,1925
32544,NULL,NULL,1926,1909
32545,NULL,NULL,1926,3714
32546,NULL,NULL,1926,3797
32547,NULL,NULL,1926,1779
32548,NULL,NULL,1926,1771
32549,NULL,NULL,1926,4314
32550,NULL,NULL,1926,1780
32551,NULL,NULL,1926,3576
32552,NULL,NULL,1926,3830
32553,NULL,NULL,1926,3646
32554,NULL,NULL,1909,1926
32555,NULL,NULL,3714,1926
32556,NULL,NULL,3797,1926
32557,NULL,NULL,1779,1926
32558,NULL,NULL,1779,1780
32559,NULL,NULL,1771,1926
32560,NULL,NULL,4314,1925
32561,NULL,NULL,4314,1926
32562,NULL,NULL,1780,1926
32563,NULL,NULL,1780,1779
32564,NULL,NULL,3576,1925
32565,NULL,NULL,3576,1926
32566,NULL,NULL,3830,1926
32567,NULL,NULL,3646,1926
32568,NULL,NULL,3375,3382
32569,NULL,NULL,3393,6384
32570,NULL,NULL,3393,3382
