id,distance,time,from_airport,to_airport
10681,NULL,NULL,3589,3646
10682,NULL,NULL,3714,3448
10683,NULL,NULL,3714,3533
10684,NULL,NULL,3714,3797
10685,NULL,NULL,3714,3582
10686,NULL,NULL,3714,3878
10687,NULL,NULL,3712,3448
10688,NULL,NULL,3712,3797
10689,NULL,NULL,3712,2890
10690,NULL,NULL,3797,2895
10691,NULL,NULL,3797,3673
10692,NULL,NULL,3797,4069
10693,NULL,NULL,3797,2875
10694,NULL,NULL,3797,3448
10695,NULL,NULL,3797,2885
10696,NULL,NULL,3797,3711
10697,NULL,NULL,3797,3820
10698,NULL,NULL,3797,3644
10699,NULL,NULL,3797,3876
10700,NULL,NULL,3797,1852
10701,NULL,NULL,3797,3751
10702,NULL,NULL,3797,3533
10703,NULL,NULL,3797,3566
10704,NULL,NULL,3797,3714
10705,NULL,NULL,3797,3712
10706,NULL,NULL,3797,1779
10707,NULL,NULL,3797,3877
10708,NULL,NULL,3797,3484
10709,NULL,NULL,3797,3582
10710,NULL,NULL,3797,1881
10711,NULL,NULL,3797,1759
10712,NULL,NULL,3797,1780
10713,NULL,NULL,3797,3878
10714,NULL,NULL,3797,3861
10715,NULL,NULL,3797,1953
10716,NULL,NULL,3797,3453
10717,NULL,NULL,3797,3830
10718,NULL,NULL,3797,3722
10719,NULL,NULL,3797,3720
10720,NULL,NULL,3797,3462
10721,NULL,NULL,3797,3570
10722,NULL,NULL,3797,1754
10723,NULL,NULL,3797,1761
10724,NULL,NULL,3797,2889
10725,NULL,NULL,3797,1760
10726,NULL,NULL,3797,3862
10727,NULL,NULL,3797,3626
10728,NULL,NULL,3797,3622
10729,NULL,NULL,3797,3793
10730,NULL,NULL,3797,3731
10731,NULL,NULL,3797,1762
10732,NULL,NULL,3797,3577
10733,NULL,NULL,3797,3469
10734,NULL,NULL,3797,3748
10735,NULL,NULL,3797,2890
10736,NULL,NULL,3797,3536
10737,NULL,NULL,3797,3817
10738,NULL,NULL,3797,4067
10739,NULL,NULL,3797,1764
10740,NULL,NULL,3797,2899
10741,NULL,NULL,3797,3745
10742,NULL,NULL,3797,3646
10743,NULL,NULL,3797,2894
10744,NULL,NULL,1779,3797
10745,NULL,NULL,3877,3448
10746,NULL,NULL,3877,3644
10747,NULL,NULL,3877,3797
10748,NULL,NULL,3877,3582
10749,NULL,NULL,3484,3448
10750,NULL,NULL,3484,3533
10751,NULL,NULL,3484,3797
10752,NULL,NULL,3697,3533
10753,NULL,NULL,3697,3878
10754,NULL,NULL,3697,3722
10755,NULL,NULL,3582,3673
10756,NULL,NULL,3582,3448
10757,NULL,NULL,3582,3714
10758,NULL,NULL,3582,3797
10759,NULL,NULL,3582,3877
10760,NULL,NULL,3582,3453
10761,NULL,NULL,3582,3830
10762,NULL,NULL,3582,3720
10763,NULL,NULL,3582,3577
10764,NULL,NULL,3582,3469
10765,NULL,NULL,3582,3536
10766,NULL,NULL,3582,3817
10767,NULL,NULL,1881,3797
10768,NULL,NULL,1759,3797
10769,NULL,NULL,1780,3448
10770,NULL,NULL,1780,3797
10771,NULL,NULL,1780,3878
10772,NULL,NULL,3878,3673
10773,NULL,NULL,3878,3825
10774,NULL,NULL,3878,2709
10775,NULL,NULL,3878,3448
10776,NULL,NULL,3878,2885
10777,NULL,NULL,3878,3711
10778,NULL,NULL,3878,3820
10779,NULL,NULL,3878,1852
10780,NULL,NULL,3878,3520
10781,NULL,NULL,3878,3494
10782,NULL,NULL,3878,3589
10783,NULL,NULL,3878,3714
10784,NULL,NULL,3878,3797
10785,NULL,NULL,3878,3697
10786,NULL,NULL,3878,1780
10787,NULL,NULL,3878,1953
10788,NULL,NULL,3878,2889
10789,NULL,NULL,3878,3608
10790,NULL,NULL,3878,1762
10791,NULL,NULL,3878,1885
10792,NULL,NULL,3878,2890
10793,NULL,NULL,3878,3661
10794,NULL,NULL,3878,3745
10795,NULL,NULL,3861,3448
10796,NULL,NULL,3861,3797
10797,NULL,NULL,1953,3448
10798,NULL,NULL,1953,3533
10799,NULL,NULL,1953,3589
10800,NULL,NULL,1953,3797
10801,NULL,NULL,1953,3878
10802,NULL,NULL,3453,3797
10803,NULL,NULL,3453,3582
10804,NULL,NULL,3830,3448
10805,NULL,NULL,3830,3797
10806,NULL,NULL,3830,3582
10807,NULL,NULL,3722,3825
10808,NULL,NULL,3722,3448
10809,NULL,NULL,3722,3494
10810,NULL,NULL,3722,3589
10811,NULL,NULL,3722,3797
10812,NULL,NULL,3722,3697
10813,NULL,NULL,3720,3797
10814,NULL,NULL,3720,3582
10815,NULL,NULL,3462,3448
10816,NULL,NULL,3462,3797
10817,NULL,NULL,3570,3448
10818,NULL,NULL,3570,3797
10819,NULL,NULL,1754,3448
10820,NULL,NULL,1754,3797
10821,NULL,NULL,1761,3797
10822,NULL,NULL,2889,3797
10823,NULL,NULL,2889,3878
10824,NULL,NULL,1760,3448
10825,NULL,NULL,1760,3797
10826,NULL,NULL,3862,3797
10827,NULL,NULL,3626,3448
10828,NULL,NULL,3626,3533
10829,NULL,NULL,3626,3797
10830,NULL,NULL,3608,3448
10831,NULL,NULL,3608,3533
10832,NULL,NULL,3608,3878
10833,NULL,NULL,3622,3797
10834,NULL,NULL,3793,3448
10835,NULL,NULL,3793,3820
10836,NULL,NULL,3793,3494
10837,NULL,NULL,3793,3589
10838,NULL,NULL,3793,3797
10839,NULL,NULL,3731,3448
10840,NULL,NULL,3731,3797
10841,NULL,NULL,1762,3448
10842,NULL,NULL,1762,3533
10843,NULL,NULL,1762,3797
10844,NULL,NULL,1762,3878
10845,NULL,NULL,1762,2890
10846,NULL,NULL,3577,3448
10847,NULL,NULL,3577,3797
10848,NULL,NULL,3577,3582
10849,NULL,NULL,3469,3673
10850,NULL,NULL,3469,3448
10851,NULL,NULL,3469,3533
10852,NULL,NULL,3469,3797
10853,NULL,NULL,3469,3582
10854,NULL,NULL,3748,3797
10855,NULL,NULL,1885,3878
10856,NULL,NULL,2890,3825
10857,NULL,NULL,2890,3448
10858,NULL,NULL,2890,3533
10859,NULL,NULL,2890,3712
10860,NULL,NULL,2890,3797
10861,NULL,NULL,2890,3878
10862,NULL,NULL,2890,1762
10863,NULL,NULL,2890,2883
10864,NULL,NULL,2890,2884
10865,NULL,NULL,2890,2899
10866,NULL,NULL,2890,3646
10867,NULL,NULL,3536,3797
10868,NULL,NULL,3536,3582
10869,NULL,NULL,3817,3797
10870,NULL,NULL,3817,3582
10871,NULL,NULL,4067,3448
10872,NULL,NULL,4067,3797
10873,NULL,NULL,1764,3448
10874,NULL,NULL,1764,3797
10875,NULL,NULL,2883,2890
10876,NULL,NULL,2884,2890
10877,NULL,NULL,3661,3533
10878,NULL,NULL,3661,3878
10879,NULL,NULL,2899,3448
10880,NULL,NULL,2899,3797
10881,NULL,NULL,2899,2890
10882,NULL,NULL,3745,3797
10883,NULL,NULL,3745,3878
10884,NULL,NULL,3646,3448
10885,NULL,NULL,3646,3494
10886,NULL,NULL,3646,3589
10887,NULL,NULL,3646,3797
10888,NULL,NULL,3646,2890
10889,NULL,NULL,2894,3797
10890,NULL,NULL,3393,2276
10891,NULL,NULL,2265,2272
10892,NULL,NULL,3404,2276
10893,NULL,NULL,3385,2264
10894,NULL,NULL,3385,2276
10895,NULL,NULL,3199,2264
10896,NULL,NULL,3386,2264
10897,NULL,NULL,3386,2268
10898,NULL,NULL,2264,3385
10899,NULL,NULL,2264,3199
10900,NULL,NULL,2264,3386
10901,NULL,NULL,2264,3382
10902,NULL,NULL,2264,2259
10903,NULL,NULL,2264,2272
10904,NULL,NULL,2264,3205
10905,NULL,NULL,2264,3390
10906,NULL,NULL,3382,2264
10907,NULL,NULL,2259,2264
10908,NULL,NULL,2272,2265
10909,NULL,NULL,2272,2264
10910,NULL,NULL,2272,2268
10911,NULL,NULL,2272,2270
10912,NULL,NULL,2272,2275
10913,NULL,NULL,3387,2268
10914,NULL,NULL,3387,2276
10915,NULL,NULL,3388,2268
10916,NULL,NULL,3388,2276
10917,NULL,NULL,3388,2262
10918,NULL,NULL,2260,2275
10919,NULL,NULL,2268,3386
10920,NULL,NULL,2268,2272
10921,NULL,NULL,2268,3387
10922,NULL,NULL,2268,3388
10923,NULL,NULL,2268,3374
10924,NULL,NULL,2268,3383
10925,NULL,NULL,3205,2264
10926,NULL,NULL,4144,2276
10927,NULL,NULL,3374,2268
10928,NULL,NULL,3374,2276
10929,NULL,NULL,3390,2264
10930,NULL,NULL,3390,2276
10931,NULL,NULL,2270,2272
10932,NULL,NULL,2276,3393
10933,NULL,NULL,2276,3404
10934,NULL,NULL,2276,3385
10935,NULL,NULL,2276,3387
10936,NULL,NULL,2276,3388
10937,NULL,NULL,2276,4144
10938,NULL,NULL,2276,3374
10939,NULL,NULL,2276,3390
10940,NULL,NULL,2276,3379
10941,NULL,NULL,2276,6393
10942,NULL,NULL,2275,2272
10943,NULL,NULL,2275,2260
10944,NULL,NULL,2275,3383
10945,NULL,NULL,2262,3388
10946,NULL,NULL,3379,2276
10947,NULL,NULL,3383,2268
10948,NULL,NULL,3383,2275
10949,NULL,NULL,6393,2276
10950,NULL,NULL,2097,4150
10951,NULL,NULL,2097,2131
10952,NULL,NULL,5935,4331
10953,NULL,NULL,2104,4150
10954,NULL,NULL,2104,4331
10955,NULL,NULL,2104,2131
10956,NULL,NULL,2164,4331
10957,NULL,NULL,2164,2131
10958,NULL,NULL,2134,2157
10959,NULL,NULL,2134,2131
10960,NULL,NULL,2106,4331
10961,NULL,NULL,2106,2131
10962,NULL,NULL,5712,2131
10963,NULL,NULL,4150,2097
10964,NULL,NULL,4150,2104
10965,NULL,NULL,4150,4331
10966,NULL,NULL,2114,4331
10967,NULL,NULL,2114,2131
10968,NULL,NULL,4331,5935
10969,NULL,NULL,4331,2104
10970,NULL,NULL,4331,2164
10971,NULL,NULL,4331,2106
10972,NULL,NULL,4331,4150
10973,NULL,NULL,4331,2114
10974,NULL,NULL,4331,2123
10975,NULL,NULL,4331,5933
10976,NULL,NULL,4331,2157
10977,NULL,NULL,4331,2162
10978,NULL,NULL,4331,2131
10979,NULL,NULL,4331,2167
10980,NULL,NULL,2123,4331
10981,NULL,NULL,5933,4331
10982,NULL,NULL,5933,2157
10983,NULL,NULL,2157,2134
10984,NULL,NULL,2157,4331
10985,NULL,NULL,2157,5933
10986,NULL,NULL,2157,2131
10987,NULL,NULL,2157,2166
10988,NULL,NULL,2162,4331
10989,NULL,NULL,2162,2131
10990,NULL,NULL,2131,2097
10991,NULL,NULL,2131,2104
10992,NULL,NULL,2131,2164
10993,NULL,NULL,2131,2134
10994,NULL,NULL,2131,2106
10995,NULL,NULL,2131,5712
10996,NULL,NULL,2131,2114
10997,NULL,NULL,2131,4331
10998,NULL,NULL,2131,2157
10999,NULL,NULL,2131,2162
11000,NULL,NULL,2131,2167
11001,NULL,NULL,2131,2166
11002,NULL,NULL,2167,4331
11003,NULL,NULL,2167,2131
11004,NULL,NULL,2167,2166
11005,NULL,NULL,2166,2157
11006,NULL,NULL,2166,2131
11007,NULL,NULL,2166,2167
11008,NULL,NULL,607,738
11009,NULL,NULL,607,687
11010,NULL,NULL,607,644
11011,NULL,NULL,260,507
11012,NULL,NULL,532,502
11013,NULL,NULL,532,507
11014,NULL,NULL,248,507
11015,NULL,NULL,3341,3316
11016,NULL,NULL,1230,503
11017,NULL,NULL,1230,502
11018,NULL,NULL,2006,3484
11019,NULL,NULL,2006,3339
11020,NULL,NULL,210,507
11021,NULL,NULL,2170,507
11022,NULL,NULL,580,503
11023,NULL,NULL,580,502
11024,NULL,NULL,580,507
11025,NULL,NULL,2874,502
11026,NULL,NULL,2874,1760
11027,NULL,NULL,2874,2890
11028,NULL,NULL,2874,2891
11029,NULL,NULL,737,503
11030,NULL,NULL,737,507
11031,NULL,NULL,3941,507
11032,NULL,NULL,3682,507
11033,NULL,NULL,2179,507
11034,NULL,NULL,2179,2194
11035,NULL,NULL,2057,2241
11036,NULL,NULL,2057,507
11037,NULL,NULL,1218,3797
11038,NULL,NULL,1218,503
11039,NULL,NULL,1218,507
11040,NULL,NULL,1218,3576
11041,NULL,NULL,4069,502
11042,NULL,NULL,2875,2882
11043,NULL,NULL,2875,502
11044,NULL,NULL,2875,2901
11045,NULL,NULL,469,345
11046,NULL,NULL,469,342
11047,NULL,NULL,469,1524
11048,NULL,NULL,469,350
11049,NULL,NULL,3885,507
11050,NULL,NULL,3885,3361
11051,NULL,NULL,608,302
11052,NULL,NULL,608,345
11053,NULL,NULL,608,478
11054,NULL,NULL,1538,502
11055,NULL,NULL,3131,507
11056,NULL,NULL,738,607
11057,NULL,NULL,3320,3316
11058,NULL,NULL,1264,502
11059,NULL,NULL,2997,507
11060,NULL,NULL,3448,507
11061,NULL,NULL,3448,1229
11062,NULL,NULL,302,608
11063,NULL,NULL,302,3797
11064,NULL,NULL,302,507
11065,NULL,NULL,4053,507
11066,NULL,NULL,1489,502
11067,NULL,NULL,1489,507
11068,NULL,NULL,1489,1742
11069,NULL,NULL,1489,1190
11070,NULL,NULL,3849,507
11071,NULL,NULL,1128,507
11072,NULL,NULL,1382,3670
11073,NULL,NULL,1382,3797
11074,NULL,NULL,1382,507
11075,NULL,NULL,1382,3576
11076,NULL,NULL,1382,3830
11077,NULL,NULL,1329,503
11078,NULL,NULL,609,503
11079,NULL,NULL,609,507
11080,NULL,NULL,797,799
11081,NULL,NULL,797,813
11082,NULL,NULL,797,507
11083,NULL,NULL,797,838
11084,NULL,NULL,1509,502
11085,NULL,NULL,1852,502
11086,NULL,NULL,1177,507
11087,NULL,NULL,1200,502
11088,NULL,NULL,3093,507
11089,NULL,NULL,3751,507
11090,NULL,NULL,3670,1382
11091,NULL,NULL,3670,340
11092,NULL,NULL,3670,507
11093,NULL,NULL,3670,1229
11094,NULL,NULL,3670,1824
11095,NULL,NULL,3670,1821
11096,NULL,NULL,4029,507
11097,NULL,NULL,2241,2057
11098,NULL,NULL,799,797
11099,NULL,NULL,799,813
11100,NULL,NULL,799,838
11101,NULL,NULL,345,469
11102,NULL,NULL,345,608
11103,NULL,NULL,345,507
11104,NULL,NULL,345,478
11105,NULL,NULL,2188,507
11106,NULL,NULL,1187,507
11107,NULL,NULL,535,503
11108,NULL,NULL,535,502
11109,NULL,NULL,535,507
11110,NULL,NULL,3494,507
11111,NULL,NULL,3494,1386
11112,NULL,NULL,3988,507
11113,NULL,NULL,1626,503
11114,NULL,NULL,1626,502
11115,NULL,NULL,1555,502
11116,NULL,NULL,1555,507
11117,NULL,NULL,1563,502
11118,NULL,NULL,340,3670
11119,NULL,NULL,340,503
11120,NULL,NULL,340,507
11121,NULL,NULL,340,3316
11122,NULL,NULL,1926,1953
11123,NULL,NULL,1738,507
11124,NULL,NULL,2560,507
11125,NULL,NULL,534,503
11126,NULL,NULL,534,502
11127,NULL,NULL,534,507
11128,NULL,NULL,534,1229
11129,NULL,NULL,2882,2875
11130,NULL,NULL,1528,502
11131,NULL,NULL,687,607
11132,NULL,NULL,687,507
11133,NULL,NULL,804,820
11134,NULL,NULL,2564,507
11135,NULL,NULL,1767,1892
11136,NULL,NULL,1665,503
11137,NULL,NULL,1665,502
11138,NULL,NULL,1665,507
11139,NULL,NULL,352,478
11140,NULL,NULL,342,469
11141,NULL,NULL,342,507
11142,NULL,NULL,421,507
11143,NULL,NULL,421,478
11144,NULL,NULL,3077,507
11145,NULL,NULL,3077,3339
11146,NULL,NULL,820,804
11147,NULL,NULL,820,979
11148,NULL,NULL,2359,507
11149,NULL,NULL,1005,813
11150,NULL,NULL,3141,507
11151,NULL,NULL,3714,507
11152,NULL,NULL,3550,507
11153,NULL,NULL,1610,502
11154,NULL,NULL,533,502
11155,NULL,NULL,520,502
11156,NULL,NULL,1701,507
11157,NULL,NULL,2072,507
11158,NULL,NULL,499,502
11159,NULL,NULL,3797,1218
11160,NULL,NULL,3797,302
11161,NULL,NULL,3797,1382
11162,NULL,NULL,3797,503
11163,NULL,NULL,3797,507
11164,NULL,NULL,3797,1229
11165,NULL,NULL,3797,478
11166,NULL,NULL,3797,1524
11167,NULL,NULL,813,797
11168,NULL,NULL,813,799
11169,NULL,NULL,813,1005
11170,NULL,NULL,813,507
11171,NULL,NULL,813,906
11172,NULL,NULL,813,5604
11173,NULL,NULL,813,893
11174,NULL,NULL,813,838
11175,NULL,NULL,813,1004
11176,NULL,NULL,813,4105
11177,NULL,NULL,2939,507
11178,NULL,NULL,1779,502
11179,NULL,NULL,2176,507
11180,NULL,NULL,951,507
11181,NULL,NULL,3877,507
11182,NULL,NULL,3484,2006
11183,NULL,NULL,3484,507
11184,NULL,NULL,3484,1229
11185,NULL,NULL,1197,507
11186,NULL,NULL,503,1230
11187,NULL,NULL,503,580
11188,NULL,NULL,503,737
11189,NULL,NULL,503,1218
11190,NULL,NULL,503,1329
11191,NULL,NULL,503,609
11192,NULL,NULL,503,535
11193,NULL,NULL,503,1626
11194,NULL,NULL,503,340
11195,NULL,NULL,503,534
11196,NULL,NULL,503,1665
11197,NULL,NULL,503,1229
11198,NULL,NULL,503,1354
11199,NULL,NULL,503,603
11200,NULL,NULL,503,1678
11201,NULL,NULL,2948,507
11202,NULL,NULL,502,532
11203,NULL,NULL,502,1230
11204,NULL,NULL,502,580
11205,NULL,NULL,502,2874
11206,NULL,NULL,502,4069
11207,NULL,NULL,502,2875
11208,NULL,NULL,502,1538
11209,NULL,NULL,502,1264
11210,NULL,NULL,502,1489
11211,NULL,NULL,502,1509
11212,NULL,NULL,502,1852
11213,NULL,NULL,502,1200
11214,NULL,NULL,502,535
11215,NULL,NULL,502,1626
11216,NULL,NULL,502,1555
11217,NULL,NULL,502,1563
11218,NULL,NULL,502,534
11219,NULL,NULL,502,1528
11220,NULL,NULL,502,1665
11221,NULL,NULL,502,1610
11222,NULL,NULL,502,533
11223,NULL,NULL,502,520
11224,NULL,NULL,502,499
11225,NULL,NULL,502,1779
11226,NULL,NULL,502,478
11227,NULL,NULL,502,1780
11228,NULL,NULL,502,3878
11229,NULL,NULL,502,3156
11230,NULL,NULL,502,1353
11231,NULL,NULL,502,893
11232,NULL,NULL,502,1561
11233,NULL,NULL,502,347
11234,NULL,NULL,502,1742
11235,NULL,NULL,502,1075
11236,NULL,NULL,502,1486
11237,NULL,NULL,502,1612
11238,NULL,NULL,502,1190
11239,NULL,NULL,502,3646
11240,NULL,NULL,502,1526
11241,NULL,NULL,502,287
11242,NULL,NULL,502,2894
11243,NULL,NULL,502,1551
11244,NULL,NULL,502,1550
11245,NULL,NULL,507,260
11246,NULL,NULL,507,532
11247,NULL,NULL,507,248
11248,NULL,NULL,507,210
11249,NULL,NULL,507,2170
11250,NULL,NULL,507,580
11251,NULL,NULL,507,737
11252,NULL,NULL,507,3941
11253,NULL,NULL,507,3682
11254,NULL,NULL,507,2179
11255,NULL,NULL,507,2057
11256,NULL,NULL,507,1218
11257,NULL,NULL,507,3885
11258,NULL,NULL,507,3131
11259,NULL,NULL,507,2997
11260,NULL,NULL,507,3448
11261,NULL,NULL,507,302
11262,NULL,NULL,507,4053
11263,NULL,NULL,507,1489
11264,NULL,NULL,507,3849
11265,NULL,NULL,507,1128
11266,NULL,NULL,507,1382
11267,NULL,NULL,507,609
11268,NULL,NULL,507,797
11269,NULL,NULL,507,1177
11270,NULL,NULL,507,3093
11271,NULL,NULL,507,3751
11272,NULL,NULL,507,3670
11273,NULL,NULL,507,4029
11274,NULL,NULL,507,345
11275,NULL,NULL,507,2188
11276,NULL,NULL,507,1187
11277,NULL,NULL,507,535
11278,NULL,NULL,507,3494
11279,NULL,NULL,507,3988
11280,NULL,NULL,507,1555
11281,NULL,NULL,507,340
11282,NULL,NULL,507,1738
11283,NULL,NULL,507,2560
11284,NULL,NULL,507,534
11285,NULL,NULL,507,687
11286,NULL,NULL,507,2564
11287,NULL,NULL,507,1665
11288,NULL,NULL,507,342
11289,NULL,NULL,507,421
11290,NULL,NULL,507,3077
11291,NULL,NULL,507,2359
11292,NULL,NULL,507,3141
11293,NULL,NULL,507,3714
11294,NULL,NULL,507,3550
11295,NULL,NULL,507,1701
11296,NULL,NULL,507,2072
11297,NULL,NULL,507,3797
11298,NULL,NULL,507,813
11299,NULL,NULL,507,2939
11300,NULL,NULL,507,2176
11301,NULL,NULL,507,951
11302,NULL,NULL,507,3877
11303,NULL,NULL,507,3484
11304,NULL,NULL,507,1197
11305,NULL,NULL,507,2948
11306,NULL,NULL,507,1529
11307,NULL,NULL,507,1638
11308,NULL,NULL,507,273
11309,NULL,NULL,507,907
11310,NULL,NULL,507,629
11311,NULL,NULL,507,1335
11312,NULL,NULL,507,3144
11313,NULL,NULL,507,1229
11314,NULL,NULL,507,478
11315,NULL,NULL,507,1824
11316,NULL,NULL,507,3576
11317,NULL,NULL,507,346
11318,NULL,NULL,507,1524
11319,NULL,NULL,507,1953
11320,NULL,NULL,507,4059
11321,NULL,NULL,507,1354
11322,NULL,NULL,507,521
11323,NULL,NULL,507,2279
11324,NULL,NULL,507,3830
11325,NULL,NULL,507,1386
11326,NULL,NULL,507,644
11327,NULL,NULL,507,1657
11328,NULL,NULL,507,3364
11329,NULL,NULL,507,3752
11330,NULL,NULL,507,3462
11331,NULL,NULL,507,1587
11332,NULL,NULL,507,1562
11333,NULL,NULL,507,3406
11334,NULL,NULL,507,3626
11335,NULL,NULL,507,2082
11336,NULL,NULL,507,3731
11337,NULL,NULL,507,3577
11338,NULL,NULL,507,3469
11339,NULL,NULL,507,3316
11340,NULL,NULL,507,1194
11341,NULL,NULL,507,350
11342,NULL,NULL,507,1273
11343,NULL,NULL,507,1590
11344,NULL,NULL,507,351
11345,NULL,NULL,507,1551
11346,NULL,NULL,507,1613
11347,NULL,NULL,507,679
11348,NULL,NULL,507,146
11349,NULL,NULL,507,156
11350,NULL,NULL,507,178
11351,NULL,NULL,507,193
11352,NULL,NULL,507,1678
11353,NULL,NULL,1529,507
11354,NULL,NULL,1638,507
11355,NULL,NULL,273,507
11356,NULL,NULL,907,507
11357,NULL,NULL,629,507
11358,NULL,NULL,906,813
11359,NULL,NULL,1335,507
11360,NULL,NULL,3144,507
11361,NULL,NULL,1229,3448
11362,NULL,NULL,1229,3670
11363,NULL,NULL,1229,534
11364,NULL,NULL,1229,3797
11365,NULL,NULL,1229,3484
11366,NULL,NULL,1229,503
11367,NULL,NULL,1229,507
11368,NULL,NULL,1229,478
11369,NULL,NULL,1229,3576
11370,NULL,NULL,1229,3830
11371,NULL,NULL,1229,2890
11372,NULL,NULL,478,608
11373,NULL,NULL,478,345
11374,NULL,NULL,478,352
11375,NULL,NULL,478,421
11376,NULL,NULL,478,3797
11377,NULL,NULL,478,502
11378,NULL,NULL,478,507
11379,NULL,NULL,478,1229
11380,NULL,NULL,478,1524
11381,NULL,NULL,478,3830
11382,NULL,NULL,1780,502
11383,NULL,NULL,3878,502
11384,NULL,NULL,2194,2179
11385,NULL,NULL,3339,2006
11386,NULL,NULL,3339,3077
11387,NULL,NULL,3339,3316
11388,NULL,NULL,1824,3670
11389,NULL,NULL,1824,507
11390,NULL,NULL,1824,3576
11391,NULL,NULL,3576,1218
11392,NULL,NULL,3576,1382
11393,NULL,NULL,3576,2897
11394,NULL,NULL,3576,507
11395,NULL,NULL,3576,1229
11396,NULL,NULL,3576,1824
11397,NULL,NULL,3576,2883
11398,NULL,NULL,3156,502
11399,NULL,NULL,1821,3670
11400,NULL,NULL,979,820
11401,NULL,NULL,5604,813
11402,NULL,NULL,1353,502
11403,NULL,NULL,893,813
11404,NULL,NULL,893,502
11405,NULL,NULL,346,507
11406,NULL,NULL,1524,469
11407,NULL,NULL,1524,3797
11408,NULL,NULL,1524,507
11409,NULL,NULL,1524,478
11410,NULL,NULL,1561,502
11411,NULL,NULL,1953,1926
11412,NULL,NULL,1953,507
11413,NULL,NULL,1953,1754
11414,NULL,NULL,4059,507
11415,NULL,NULL,1354,503
11416,NULL,NULL,1354,507
11417,NULL,NULL,521,507
11418,NULL,NULL,2279,507
11419,NULL,NULL,347,502
11420,NULL,NULL,3830,1382
11421,NULL,NULL,3830,507
11422,NULL,NULL,3830,1229
11423,NULL,NULL,3830,478
11424,NULL,NULL,1386,3494
11425,NULL,NULL,1386,507
11426,NULL,NULL,644,607
11427,NULL,NULL,644,507
11428,NULL,NULL,1657,507
11429,NULL,NULL,3364,507
11430,NULL,NULL,3351,3316
11431,NULL,NULL,3752,507
11432,NULL,NULL,3462,507
11433,NULL,NULL,1754,1953
11434,NULL,NULL,838,797
11435,NULL,NULL,838,799
11436,NULL,NULL,838,813
11437,NULL,NULL,2902,2894
11438,NULL,NULL,1587,507
11439,NULL,NULL,1742,1489
11440,NULL,NULL,1742,502
11441,NULL,NULL,1562,507
11442,NULL,NULL,1760,2874
11443,NULL,NULL,3406,507
11444,NULL,NULL,1075,502
11445,NULL,NULL,3626,507
11446,NULL,NULL,2082,507
11447,NULL,NULL,1892,1229
11448,NULL,NULL,3731,507
11449,NULL,NULL,3577,507
11450,NULL,NULL,3469,507
11451,NULL,NULL,3316,3341
11452,NULL,NULL,3316,3320
11453,NULL,NULL,3316,340
11454,NULL,NULL,3316,507
11455,NULL,NULL,3316,3339
11456,NULL,NULL,3316,3351
11457,NULL,NULL,3316,3361
11458,NULL,NULL,2890,2874
11459,NULL,NULL,2891,2874
11460,NULL,NULL,1486,502
11461,NULL,NULL,603,3797
11462,NULL,NULL,1194,507
11463,NULL,NULL,350,469
11464,NULL,NULL,350,507
11465,NULL,NULL,2883,3576
11466,NULL,NULL,3361,3885
11467,NULL,NULL,3361,3316
11468,NULL,NULL,1612,502
11469,NULL,NULL,2901,2875
11470,NULL,NULL,1190,1489
11471,NULL,NULL,1190,502
11472,NULL,NULL,1273,507
11473,NULL,NULL,1590,507
11474,NULL,NULL,3646,502
11475,NULL,NULL,1526,502
11476,NULL,NULL,287,502
11477,NULL,NULL,351,507
11478,NULL,NULL,2894,502
11479,NULL,NULL,2894,2902
11480,NULL,NULL,1551,502
11481,NULL,NULL,1551,507
11482,NULL,NULL,1004,813
11483,NULL,NULL,1613,507
11484,NULL,NULL,1550,502
11485,NULL,NULL,679,507
11486,NULL,NULL,4105,813
11487,NULL,NULL,146,507
11488,NULL,NULL,156,507
11489,NULL,NULL,178,507
11490,NULL,NULL,193,507
11491,NULL,NULL,1678,503
11492,NULL,NULL,1678,507
11493,NULL,NULL,2890,2883
11494,NULL,NULL,2890,2884
11495,NULL,NULL,2890,6788
11496,NULL,NULL,3616,7310
11497,NULL,NULL,7310,3616
11498,NULL,NULL,2883,2890
11499,NULL,NULL,2883,2884
11500,NULL,NULL,2884,2890
11501,NULL,NULL,2884,2883
11502,NULL,NULL,2884,6788
11503,NULL,NULL,6788,2890
11504,NULL,NULL,6788,2884
11505,NULL,NULL,2299,2279
11506,NULL,NULL,2287,2359
11507,NULL,NULL,2287,2281
11508,NULL,NULL,2287,3942
11509,NULL,NULL,2287,2279
11510,NULL,NULL,2287,3943
11511,NULL,NULL,2305,2359
11512,NULL,NULL,2305,2384
11513,NULL,NULL,2359,2287
11514,NULL,NULL,2359,2305
11515,NULL,NULL,2359,2311
11516,NULL,NULL,2359,2312
11517,NULL,NULL,2359,2307
11518,NULL,NULL,2359,2384
11519,NULL,NULL,2359,3943
11520,NULL,NULL,2281,2287
11521,NULL,NULL,2281,3943
11522,NULL,NULL,2311,2359
11523,NULL,NULL,2312,2359
11524,NULL,NULL,2312,3943
11525,NULL,NULL,2307,2359
11526,NULL,NULL,2307,3943
11527,NULL,NULL,2390,2384
11528,NULL,NULL,3942,2287
11529,NULL,NULL,3942,2384
11530,NULL,NULL,2313,3943
11531,NULL,NULL,2279,2299
11532,NULL,NULL,2279,2287
11533,NULL,NULL,2279,2384
11534,NULL,NULL,2384,2305
