"";"airline";"airline_id";"source_airport";"source_airport_id";"destination_airport";"destination_airport_id";"codeshare";"stops";"equipment"
"15221";"CO";"1881";"IAH";"3550";"CRP";"3744";"Y";0;"ERJ"
"15222";"CO";"1881";"IAH";"3550";"CRW";"4285";"Y";0;"ERJ"
"15223";"CO";"1881";"IAH";"3550";"CUN";"1852";"";0;"739 738 73G 753"
"15224";"CO";"1881";"IAH";"3550";"CUU";"1797";"Y";0;"ERJ"
"15225";"CO";"1881";"IAH";"3550";"CVG";"3488";"Y";0;"ERJ"
"15226";"CO";"1881";"IAH";"3550";"CZM";"1800";"";0;"73G 738"
"15227";"CO";"1881";"IAH";"3550";"DAL";"3502";"Y";0;"CRJ DH4 ERJ"
"15228";"CO";"1881";"IAH";"3550";"DCA";"3520";"";0;"738 73G 735"
"15229";"CO";"1881";"IAH";"3550";"DEN";"3751";"";0;"73G 738 753 739"
"15230";"CO";"1881";"IAH";"3550";"DFW";"3670";"";0;"735"
"15231";"CO";"1881";"IAH";"3550";"DGO";"1801";"Y";0;"ERJ"
"15232";"CO";"1881";"IAH";"3550";"DRT";"3792";"Y";0;"SF3"
"15233";"CO";"1881";"IAH";"3550";"DSM";"3729";"Y";0;"ERJ"
"15234";"CO";"1881";"IAH";"3550";"DTW";"3645";"";0;"738 73G 739"
"15235";"CO";"1881";"IAH";"3550";"EGE";"4250";"";0;"73G"
"15236";"CO";"1881";"IAH";"3550";"ELP";"3559";"Y";0;"ERJ"
"15237";"CO";"1881";"IAH";"3550";"EWR";"3494";"";0;"738 762 735 764 739 752 73G"
"15238";"CO";"1881";"IAH";"3550";"EZE";"3988";"";0;"762"
"15239";"CO";"1881";"IAH";"3550";"FLL";"3533";"";0;"739 735 738 753 73G"
"15240";"CO";"1881";"IAH";"3550";"FRA";"340";"";0;"764"
"15241";"CO";"1881";"IAH";"3550";"GCM";"1926";"";0;"738"
"15242";"CO";"1881";"IAH";"3550";"GDL";"1804";"";0;"738 735"
"15243";"CO";"1881";"IAH";"3550";"GIG";"2560";"";0;"764"
"15244";"CO";"1881";"IAH";"3550";"GJT";"4063";"Y";0;"ERJ"
"15245";"CO";"1881";"IAH";"3550";"GPT";"4038";"Y";0;"ERJ"
"15246";"CO";"1881";"IAH";"3550";"GRK";"3775";"Y";0;"SF3"
"15247";"CO";"1881";"IAH";"3550";"GRR";"3685";"Y";0;"ERJ"
"15248";"CO";"1881";"IAH";"3550";"GRU";"2564";"";0;"762"
"15249";"CO";"1881";"IAH";"3550";"GSO";"4008";"Y";0;"ERJ"
"15250";"CO";"1881";"IAH";"3550";"GSP";"4034";"Y";0;"ERJ"
"15251";"CO";"1881";"IAH";"3550";"GUA";"1767";"";0;"738"
"15252";"CO";"1881";"IAH";"3550";"GUC";"7051";"";0;"73G"
"15253";"CO";"1881";"IAH";"3550";"HDN";"4339";"";0;"738"
"15254";"CO";"1881";"IAH";"3550";"HNL";"3728";"";0;"767"
"15255";"CO";"1881";"IAH";"3550";"HOB";"3749";"Y";0;"ERJ"
"15256";"CO";"1881";"IAH";"3550";"HRL";"3560";"Y";0;"ERJ"
"15257";"CO";"1881";"IAH";"3550";"HSV";"4113";"Y";0;"ERJ"
"15258";"CO";"1881";"IAH";"3550";"HUX";"1786";"Y";0;"ERJ"
"15259";"CO";"1881";"IAH";"3550";"IAD";"3714";"";0;"73G"
"15260";"CO";"1881";"IAH";"3550";"ICT";"3457";"Y";0;"ERJ"
"15261";"CO";"1881";"IAH";"3550";"IND";"3585";"";0;"738 735"
"15262";"CO";"1881";"IAH";"3550";"JAN";"3580";"Y";0;"DH4 ERJ"
"15263";"CO";"1881";"IAH";"3550";"JAX";"3712";"Y";0;"ERJ"
"15264";"CO";"1881";"IAH";"3550";"LAS";"3877";"";0;"738 739 753"
"15265";"CO";"1881";"IAH";"3550";"LAX";"3484";"";0;"752 738 753 739"
"15266";"CO";"1881";"IAH";"3550";"LBB";"3829";"Y";0;"ERJ"
"15267";"CO";"1881";"IAH";"3550";"LCH";"3513";"Y";0;"SF3"
"15268";"CO";"1881";"IAH";"3550";"LEX";"4017";"Y";0;"ERJ"
"15269";"CO";"1881";"IAH";"3550";"LFT";"3493";"Y";0;"SF3 ERJ DH4"
"15270";"CO";"1881";"IAH";"3550";"LGA";"3697";"";0;"738 73G 735"
"15271";"CO";"1881";"IAH";"3550";"LHR";"507";"";0;"777"
"15272";"CO";"1881";"IAH";"3550";"LIM";"2789";"Y";0;"763"
"15273";"CO";"1881";"IAH";"3550";"LIR";"1881";"";0;"738"
"15274";"CO";"1881";"IAH";"3550";"LIT";"3660";"Y";0;"ERJ DH4"
"15275";"CO";"1881";"IAH";"3550";"LOS";"273";"";0;"777"
"15276";"CO";"1881";"IAH";"3550";"LRD";"3691";"Y";0;"ERJ"
"15277";"CO";"1881";"IAH";"3550";"MAF";"3652";"Y";0;"ERJ CRJ"
"15278";"CO";"1881";"IAH";"3550";"MBJ";"1780";"";0;"738"
"15279";"CO";"1881";"IAH";"3550";"MCI";"3458";"Y";0;"ERJ CRJ"
"15280";"CO";"1881";"IAH";"3550";"MCO";"3878";"";0;"752 735 738 753 739 73G"
"15281";"CO";"1881";"IAH";"3550";"MEM";"3473";"Y";0;"ERJ"
"15282";"CO";"1881";"IAH";"3550";"MEX";"1824";"";0;"73G 738 735"
"15283";"CO";"1881";"IAH";"3550";"MFE";"3826";"";0;"735 738 73G"
"15284";"CO";"1881";"IAH";"3550";"MGA";"1863";"";0;"738 739"
"15285";"CO";"1881";"IAH";"3550";"MIA";"3576";"";0;"739 738 735"
"15286";"CO";"1881";"IAH";"3550";"MID";"1819";"";0;"738"
"15287";"CO";"1881";"IAH";"3550";"MKE";"3717";"Y";0;"ERJ CRJ"
"15288";"CO";"1881";"IAH";"3550";"MLM";"1821";"Y";0;"ERJ"
"15289";"CO";"1881";"IAH";"3550";"MLU";"3732";"Y";0;"SF3"
"15290";"CO";"1881";"IAH";"3550";"MOB";"3782";"Y";0;"ERJ"
"15291";"CO";"1881";"IAH";"3550";"MSP";"3858";"";0;"73G 735 738"
"15292";"CO";"1881";"IAH";"3550";"MSY";"3861";"";0;"738 73G 735 739 753"
"15293";"CO";"1881";"IAH";"3550";"MTJ";"6880";"";0;"73G"
"15294";"CO";"1881";"IAH";"3550";"MTY";"1825";"";0;"735 738"
"15295";"CO";"1881";"IAH";"3550";"MZT";"1826";"Y";0;"ERJ"
"15296";"CO";"1881";"IAH";"3550";"NRT";"2279";"";0;"777"
"15297";"CO";"1881";"IAH";"3550";"OAX";"1829";"Y";0;"ERJ"
"15298";"CO";"1881";"IAH";"3550";"OKC";"3863";"Y";0;"ERJ ER4 DH4"
"15299";"CO";"1881";"IAH";"3550";"OMA";"3454";"";0;"738 735"
"15300";"CO";"1881";"IAH";"3550";"ONT";"3734";"";0;"735 738"
"15301";"CO";"1881";"IAH";"3550";"ORD";"3830";"";0;"738 739 753 73G"
"15302";"CO";"1881";"IAH";"3550";"PBC";"1831";"Y";0;"ERJ"
"15303";"CO";"1881";"IAH";"3550";"PBI";"3722";"";0;"735 739 738 73G"
"15304";"CO";"1881";"IAH";"3550";"PDX";"3720";"";0;"739 753 738"
"15305";"CO";"1881";"IAH";"3550";"PHL";"3752";"";0;"735 738 739 73G"
"15306";"CO";"1881";"IAH";"3550";"PHX";"3462";"";0;"73G 738 739 753 735"
"15307";"CO";"1881";"IAH";"3550";"PIT";"3570";"";0;"735 738"
"15308";"CO";"1881";"IAH";"3550";"PNS";"3564";"Y";0;"ERJ"
"15309";"CO";"1881";"IAH";"3550";"POS";"2902";"";0;"738"
"15310";"CO";"1881";"IAH";"3550";"PTY";"1871";"";0;"739 753"
"15311";"CO";"1881";"IAH";"3550";"PVR";"1836";"";0;"738"
"15312";"CO";"1881";"IAH";"3550";"QRO";"1838";"Y";0;"ERJ"
"15313";"CO";"1881";"IAH";"3550";"RDU";"3626";"";0;"735 738"
"15314";"CO";"1881";"IAH";"3550";"RIC";"3608";"Y";0;"ERJ"
"15315";"CO";"1881";"IAH";"3550";"RSW";"3793";"";0;"738 739"
"15316";"CO";"1881";"IAH";"3550";"RTB";"1774";"";0;"738"
"15317";"CO";"1881";"IAH";"3550";"SAL";"1892";"";0;"738 739"
"15318";"CO";"1881";"IAH";"3550";"SAN";"3731";"";0;"739 738"
"15319";"CO";"1881";"IAH";"3550";"SAP";"1772";"";0;"738"
"15320";"CO";"1881";"IAH";"3550";"SAT";"3621";"";0;"738 735 739 73G"
"15321";"CO";"1881";"IAH";"3550";"SAV";"3613";"Y";0;"ERJ"
"15322";"CO";"1881";"IAH";"3550";"SDF";"4014";"Y";0;"ERJ"
"15323";"CO";"1881";"IAH";"3550";"SEA";"3577";"";0;"738 739 753"
"15324";"CO";"1881";"IAH";"3550";"SFO";"3469";"";0;"738 739 753"
"15325";"CO";"1881";"IAH";"3550";"SHV";"3609";"Y";0;"SF3 ERJ"
"15326";"CO";"1881";"IAH";"3550";"SJC";"3748";"";0;"739 738"
"15327";"CO";"1881";"IAH";"3550";"SJD";"1840";"";0;"738"
"15328";"CO";"1881";"IAH";"3550";"SJO";"1885";"";0;"738"
"15329";"CO";"1881";"IAH";"3550";"SJU";"2890";"";0;"739"
"15330";"CO";"1881";"IAH";"3550";"SLC";"3536";"";0;"739 738 73G"
"15331";"CO";"1881";"IAH";"3550";"SLP";"1842";"Y";0;"ERJ"
"15332";"CO";"1881";"IAH";"3550";"SLW";"1810";"Y";0;"ERJ"
"15333";"CO";"1881";"IAH";"3550";"SMF";"3817";"";0;"739 738"
"15334";"CO";"1881";"IAH";"3550";"SNA";"3867";"";0;"73G 738"
"15335";"CO";"1881";"IAH";"3550";"STL";"3678";"Y";0;"ER4 CRJ ERJ"
"15336";"CO";"1881";"IAH";"3550";"TAM";"1848";"Y";0;"ERJ"
"15337";"CO";"1881";"IAH";"3550";"TGU";"1776";"";0;"73G"
"15338";"CO";"1881";"IAH";"3550";"TGZ";"1846";"Y";0;"ERJ"
"15339";"CO";"1881";"IAH";"3550";"TLC";"1850";"Y";0;"ERJ"
"15340";"CO";"1881";"IAH";"3550";"TPA";"3646";"";0;"73G 738 739 735"
"15341";"CO";"1881";"IAH";"3550";"TRC";"1845";"Y";0;"ERJ"
"15342";"CO";"1881";"IAH";"3550";"TUL";"3855";"";0;"735 738"
"15343";"CO";"1881";"IAH";"3550";"TUS";"3636";"";0;"735"
"15344";"CO";"1881";"IAH";"3550";"TYR";"3848";"Y";0;"SF3"
"15345";"CO";"1881";"IAH";"3550";"TYS";"3676";"Y";0;"ERJ"
"15346";"CO";"1881";"IAH";"3550";"UIO";"2688";"";0;"73G"
"15347";"CO";"1881";"IAH";"3550";"VCT";"5775";"Y";0;"SF3"
"15348";"CO";"1881";"IAH";"3550";"VER";"1854";"Y";0;"ERJ"
"15349";"CO";"1881";"IAH";"3550";"VPS";"3873";"Y";0;"ERJ"
"15350";"CO";"1881";"IAH";"3550";"VSA";"1853";"Y";0;"ERJ"
"15351";"CO";"1881";"IAH";"3550";"XNA";"4356";"Y";0;"ERJ"
"15352";"CO";"1881";"IAH";"3550";"YEG";"49";"";0;"738"
"15353";"CO";"1881";"IAH";"3550";"YUL";"146";"Y";0;"CRA"
"15354";"CO";"1881";"IAH";"3550";"YVR";"156";"";0;"739 738 73G"
"15355";"CO";"1881";"IAH";"3550";"YYC";"178";"";0;"738 739"
"15356";"CO";"1881";"IAH";"3550";"YYZ";"193";"Y";0;"ERJ"
"15357";"CO";"1881";"IAH";"3550";"ZIH";"1856";"Y";0;"ERJ"
"15358";"CO";"1881";"IAH";"3550";"ZLO";"1858";"Y";0;"ERJ"
"15359";"CO";"1881";"ICN";"3930";"NRT";"2279";"Y";0;"777"
"15360";"CO";"1881";"ICN";"3930";"SFO";"3469";"Y";0;"744"
"15361";"CO";"1881";"ICT";"3457";"DEN";"3751";"Y";0;"ER4 319 CR7 CRJ 320"
"15362";"CO";"1881";"ICT";"3457";"IAH";"3550";"Y";0;"ERJ"
"15363";"CO";"1881";"ICT";"3457";"ORD";"3830";"Y";0;"CR7 ER4"
"15364";"CO";"1881";"IDA";"4100";"DEN";"3751";"Y";0;"CRJ"
"15365";"CO";"1881";"IND";"3585";"CLE";"3486";"Y";0;"ERJ DH2"
"15366";"CO";"1881";"IND";"3585";"DEN";"3751";"Y";0;"ER4 E70"
"15367";"CO";"1881";"IND";"3585";"EWR";"3494";"Y";0;"ERJ"
"15368";"CO";"1881";"IND";"3585";"IAD";"3714";"Y";0;"E70 ER4 CR7"
"15369";"CO";"1881";"IND";"3585";"IAH";"3550";"";0;"738"
"15370";"CO";"1881";"IND";"3585";"ORD";"3830";"Y";0;"E70 ER4 CRJ"
"15371";"CO";"1881";"IPL";"3689";"LAX";"3484";"Y";0;"EM2"
"15372";"CO";"1881";"ITH";"3947";"EWR";"3494";"Y";0;"DH2"
"15373";"CO";"1881";"ITO";"3415";"LAX";"3484";"";0;"738"
"15374";"CO";"1881";"ITO";"3415";"SFO";"3469";"";0;"738"
"15375";"CO";"1881";"JAC";"4027";"DEN";"3751";"Y";0;"CR7 319"
"15376";"CO";"1881";"JAC";"4027";"LAX";"3484";"Y";0;"CR7"
"15377";"CO";"1881";"JAC";"4027";"ORD";"3830";"Y";0;"752"
"15378";"CO";"1881";"JAN";"3580";"IAH";"3550";"Y";0;"DH4 ERJ"
"15379";"CO";"1881";"JAX";"3712";"EWR";"3494";"Y";0;"ERJ"
"15380";"CO";"1881";"JAX";"3712";"IAD";"3714";"Y";0;"ER4"
"15381";"CO";"1881";"JAX";"3712";"IAH";"3550";"Y";0;"ERJ"
"15382";"CO";"1881";"JAX";"3712";"ORD";"3830";"Y";0;"CR7 320 ER4 E70"
"15383";"CO";"1881";"JED";"2072";"ASM";"3967";"Y";0;"343"
"15384";"CO";"1881";"JED";"2072";"FRA";"340";"Y";0;"343"
"15385";"CO";"1881";"JFK";"3797";"FRA";"340";"Y";0;"343 346"
"15386";"CO";"1881";"JFK";"3797";"GIG";"2560";"Y";0;"330"
"15387";"CO";"1881";"JFK";"3797";"GRU";"2564";"Y";0;"330"
"15388";"CO";"1881";"JFK";"3797";"IAD";"3714";"Y";0;"CRJ"
"15389";"CO";"1881";"JFK";"3797";"LAX";"3484";"Y";0;"757"
"15390";"CO";"1881";"JFK";"3797";"LHR";"507";"Y";0;"346 744 343"
"15391";"CO";"1881";"JFK";"3797";"NRT";"2279";"Y";0;"77W"
"15392";"CO";"1881";"JFK";"3797";"PTY";"1871";"Y";0;"738"
"15393";"CO";"1881";"JFK";"3797";"SFO";"3469";"Y";0;"757"
"15394";"CO";"1881";"JFK";"3797";"VIE";"1613";"Y";0;"777"
"15395";"CO";"1881";"JHM";"3796";"HNL";"3728";"Y";0;"DH8"
"15396";"CO";"1881";"JHW";"7059";"BFD";"5722";"Y";0;"BE1"
"15397";"CO";"1881";"JHW";"7059";"CLE";"3486";"Y";0;"BE1"
"15398";"CO";"1881";"KGL";"1165";"EBB";"1187";"Y";0;"333"
"15399";"CO";"1881";"KGL";"1165";"NBO";"4059";"Y";0;"333"
"15400";"CO";"1881";"KIJ";"4381";"GUM";"2246";"";0;"73G"
"15401";"CO";"1881";"KIX";"3992";"GUM";"2246";"";0;"738 73G"
"15402";"CO";"1881";"KIX";"3992";"SFO";"3469";"Y";0;"777"
"15403";"CO";"1881";"KOA";"3514";"DEN";"3751";"Y";0;"752"
"15404";"CO";"1881";"KOA";"3514";"LAX";"3484";"Y";0;"752 763"
"15405";"CO";"1881";"KOA";"3514";"ORD";"3830";"Y";0;"777"
"15406";"CO";"1881";"KOA";"3514";"SFO";"3469";"Y";0;"763 752"
"15407";"CO";"1881";"KSA";"2257";"KWA";"2251";"";0;"738"
"15408";"CO";"1881";"KSA";"2257";"PNI";"2255";"";0;"738"
"15409";"CO";"1881";"KWA";"2251";"KSA";"2257";"";0;"738"
"15410";"CO";"1881";"KWA";"2251";"MAJ";"2249";"";0;"738"
"15411";"CO";"1881";"KWA";"2251";"PNI";"2255";"";0;"738"
"15412";"CO";"1881";"KWI";"2176";"BAH";"2057";"Y";0;"777"
"15413";"CO";"1881";"KWI";"2176";"IAD";"3714";"Y";0;"777"
"15414";"CO";"1881";"LAD";"951";"FIH";"1020";"Y";0;"333"
"15415";"CO";"1881";"LAN";"3544";"ORD";"3830";"Y";0;"ER4 CRJ"
"15416";"CO";"1881";"LAS";"3877";"CLE";"3486";"";0;"753 739 738"
"15417";"CO";"1881";"LAS";"3877";"DEN";"3751";"";0;"738"
"15418";"CO";"1881";"LAS";"3877";"EWR";"3494";"";0;"739 738 753"
"15419";"CO";"1881";"LAS";"3877";"FAT";"3687";"Y";0;"EM2"
"15420";"CO";"1881";"LAS";"3877";"IAD";"3714";"Y";0;"752"
"15421";"CO";"1881";"LAS";"3877";"IAH";"3550";"";0;"739 738 753"
"15422";"CO";"1881";"LAS";"3877";"LAX";"3484";"Y";0;"320 CR7 CRJ 752 319"
"15423";"CO";"1881";"LAS";"3877";"ORD";"3830";"Y";0;"752 320"
"15424";"CO";"1881";"LAS";"3877";"PSP";"3839";"Y";0;"EM2"
"15425";"CO";"1881";"LAS";"3877";"SFO";"3469";"";0;"739"
"15426";"CO";"1881";"LAX";"3484";"ABQ";"4019";"Y";0;"CRJ"
"15427";"CO";"1881";"LAX";"3484";"AKL";"2006";"Y";0;"773 744"
"15428";"CO";"1881";"LAX";"3484";"ASE";"7001";"Y";0;"CR7"
"15429";"CO";"1881";"LAX";"3484";"AUS";"3673";"Y";0;"CR7"
"15430";"CO";"1881";"LAX";"3484";"BFL";"3558";"Y";0;"EM2"
"15431";"CO";"1881";"LAX";"3484";"BJX";"1815";"";0;"735"
"15432";"CO";"1881";"LAX";"3484";"BOI";"3495";"Y";0;"CRJ"
"15433";"CO";"1881";"LAX";"3484";"BOS";"3448";"Y";0;"752 319 320"
"15434";"CO";"1881";"LAX";"3484";"BWI";"3849";"Y";0;"320"
"15435";"CO";"1881";"LAX";"3484";"CLD";"4088";"Y";0;"EM2"
"15436";"CO";"1881";"LAX";"3484";"CLE";"3486";"";0;"739 738"
"15437";"CO";"1881";"LAX";"3484";"COS";"3819";"Y";0;"CRJ CR7"
"15438";"CO";"1881";"LAX";"3484";"CUN";"1852";"Y";0;"320"
"15439";"CO";"1881";"LAX";"3484";"DEN";"3751";"Y";0;"752 320 319"
"15440";"CO";"1881";"LAX";"3484";"DFW";"3670";"Y";0;"CR7"
"15441";"CO";"1881";"LAX";"3484";"ELP";"3559";"Y";0;"CRJ"
"15442";"CO";"1881";"LAX";"3484";"EWR";"3494";"";0;"738 752 753 739"
"15443";"CO";"1881";"LAX";"3484";"FAT";"3687";"Y";0;"EM2 CRJ CR7"
"15444";"CO";"1881";"LAX";"3484";"FRA";"340";"Y";0;"744"
"15445";"CO";"1881";"LAX";"3484";"GDL";"1804";"";0;"738"
"15446";"CO";"1881";"LAX";"3484";"HND";"2359";"Y";0;"777"
"15447";"CO";"1881";"LAX";"3484";"HNL";"3728";"";0;"738"
"15448";"CO";"1881";"LAX";"3484";"IAD";"3714";"Y";0;"777 752 320 763 319"
"15449";"CO";"1881";"LAX";"3484";"IAH";"3550";"";0;"738 753 752 739"
"15450";"CO";"1881";"LAX";"3484";"IPL";"3689";"Y";0;"EM2"
"15451";"CO";"1881";"LAX";"3484";"ITO";"3415";"";0;"738"
"15452";"CO";"1881";"LAX";"3484";"JAC";"4027";"Y";0;"CR7"
"15453";"CO";"1881";"LAX";"3484";"JFK";"3797";"Y";0;"757"
"15454";"CO";"1881";"LAX";"3484";"KOA";"3514";"Y";0;"752 763"
"15455";"CO";"1881";"LAX";"3484";"LAS";"3877";"Y";0;"320 CRJ 752 319 CR7"
"15456";"CO";"1881";"LAX";"3484";"LHR";"507";"Y";0;"777 346"
"15457";"CO";"1881";"LAX";"3484";"LIH";"3602";"Y";0;"752"
"15458";"CO";"1881";"LAX";"3484";"MCO";"3878";"Y";0;"319 752"
"15459";"CO";"1881";"LAX";"3484";"MEX";"1824";"Y";0;"319 320"
"15460";"CO";"1881";"LAX";"3484";"MRY";"3948";"Y";0;"CRJ"
"15461";"CO";"1881";"LAX";"3484";"MSY";"3861";"Y";0;"319 320"
"15462";"CO";"1881";"LAX";"3484";"NRT";"2279";"Y";0;"777"
"15463";"CO";"1881";"LAX";"3484";"OGG";"3456";"Y";0;"763 752"
"15464";"CO";"1881";"LAX";"3484";"ORD";"3830";"Y";0;"752 319 320"
"15465";"CO";"1881";"LAX";"3484";"PIT";"3570";"Y";0;"319"
"15466";"CO";"1881";"LAX";"3484";"PSP";"3839";"Y";0;"EM2 CRJ"
"15467";"CO";"1881";"LAX";"3484";"PTY";"1871";"Y";0;"738"
"15468";"CO";"1881";"LAX";"3484";"PVG";"3406";"Y";0;"777"
"15469";"CO";"1881";"LAX";"3484";"RAR";"1959";"Y";0;"763"
"15470";"CO";"1881";"LAX";"3484";"RNO";"3807";"Y";0;"CRJ"
"15471";"CO";"1881";"LAX";"3484";"SAN";"3731";"Y";0;"EM2 CR7"
"15472";"CO";"1881";"LAX";"3484";"SAT";"3621";"Y";0;"CR7"
"15473";"CO";"1881";"LAX";"3484";"SBA";"3949";"Y";0;"EM2"
"15474";"CO";"1881";"LAX";"3484";"SBP";"5768";"Y";0;"EM2"
"15475";"CO";"1881";"LAX";"3484";"SEA";"3577";"Y";0;"CR7 CRJ"
"15476";"CO";"1881";"LAX";"3484";"SFO";"3469";"Y";0;"319 752 320"
"15477";"CO";"1881";"LAX";"3484";"SGU";"4064";"Y";0;"EM2"
"15478";"CO";"1881";"LAX";"3484";"SJD";"1840";"Y";0;"319"
"15479";"CO";"1881";"LAX";"3484";"SMF";"3817";"Y";0;"CRJ"
"15480";"CO";"1881";"LAX";"3484";"SYD";"3361";"Y";0;"744"
"15481";"CO";"1881";"LAX";"3484";"TPE";"2276";"Y";0;"77W"
"15482";"CO";"1881";"LAX";"3484";"TUS";"3636";"Y";0;"CRJ CR7"
"15483";"CO";"1881";"LAX";"3484";"YUL";"146";"Y";0;"319"
"15484";"CO";"1881";"LAX";"3484";"YUM";"3596";"Y";0;"EM2"
"15485";"CO";"1881";"LAX";"3484";"YVR";"156";"Y";0;"E90 CR7"
"15486";"CO";"1881";"LAX";"3484";"YYC";"178";"Y";0;"E90"
"15487";"CO";"1881";"LBB";"3829";"DEN";"3751";"Y";0;"ER4"
"15488";"CO";"1881";"LBB";"3829";"IAH";"3550";"Y";0;"ERJ"
"15489";"CO";"1881";"LCH";"3513";"IAH";"3550";"Y";0;"SF3"
"15490";"CO";"1881";"LEX";"4017";"IAH";"3550";"Y";0;"ERJ"
"15491";"CO";"1881";"LEX";"4017";"ORD";"3830";"Y";0;"ER4"
"15492";"CO";"1881";"LFT";"3493";"IAH";"3550";"Y";0;"ERJ DH4 SF3"
"15493";"CO";"1881";"LFW";"298";"BRU";"302";"Y";0;"333 332"
"15494";"CO";"1881";"LGA";"3697";"CLE";"3486";"";0;"735"
"15495";"CO";"1881";"LGA";"3697";"DEN";"3751";"Y";0;"752 320"
"15496";"CO";"1881";"LGA";"3697";"IAD";"3714";"Y";0;"E70 CR7 CRJ"
"15497";"CO";"1881";"LGA";"3697";"IAH";"3550";"";0;"738 73G"
"15498";"CO";"1881";"LGA";"3697";"ORD";"3830";"Y";0;"320 319 752 E70"
"15499";"CO";"1881";"LGW";"502";"MCO";"3878";"Y";0;"744"
"15500";"CO";"1881";"LHR";"507";"BOS";"3448";"Y";0;"343"
"15501";"CO";"1881";"LHR";"507";"EWR";"3494";"";0;"752 777"
"15502";"CO";"1881";"LHR";"507";"IAD";"3714";"Y";0;"763 777"
"15503";"CO";"1881";"LHR";"507";"IAH";"3550";"";0;"777"
"15504";"CO";"1881";"LHR";"507";"JFK";"3797";"Y";0;"346 744 343"
"15505";"CO";"1881";"LHR";"507";"LAX";"3484";"Y";0;"777 346"
"15506";"CO";"1881";"LHR";"507";"MIA";"3576";"Y";0;"744 343"
"15507";"CO";"1881";"LHR";"507";"ORD";"3830";"Y";0;"763"
"15508";"CO";"1881";"LHR";"507";"SFO";"3469";"Y";0;"744"
"15509";"CO";"1881";"LIH";"3602";"DEN";"3751";"Y";0;"752"
"15510";"CO";"1881";"LIH";"3602";"LAX";"3484";"Y";0;"752"
"15511";"CO";"1881";"LIH";"3602";"SFO";"3469";"Y";0;"752"
"15512";"CO";"1881";"LIM";"2789";"EWR";"3494";"";0;"752"
"15513";"CO";"1881";"LIM";"2789";"IAH";"3550";"Y";0;"763"
"15514";"CO";"1881";"LIR";"1881";"EWR";"3494";"";0;"73G 738"
"15515";"CO";"1881";"LIR";"1881";"IAH";"3550";"";0;"738"
"15516";"CO";"1881";"LIS";"1638";"EWR";"3494";"";0;"752"
"15517";"CO";"1881";"LIT";"3660";"DEN";"3751";"Y";0;"ER4"
"15518";"CO";"1881";"LIT";"3660";"EWR";"3494";"Y";0;"ERJ"
"15519";"CO";"1881";"LIT";"3660";"IAH";"3550";"Y";0;"DH4 ERJ"
"15520";"CO";"1881";"LIT";"3660";"ORD";"3830";"Y";0;"ER4 CRJ"
"15521";"CO";"1881";"LMT";"5750";"PDX";"3720";"Y";0;"EM2"
"15522";"CO";"1881";"LMT";"5750";"SFO";"3469";"Y";0;"EM2"
"15523";"CO";"1881";"LNK";"3543";"DEN";"3751";"Y";0;"CRJ ER4"
"15524";"CO";"1881";"LNK";"3543";"ORD";"3830";"Y";0;"ER4 CRJ"
"15525";"CO";"1881";"LOS";"273";"IAH";"3550";"";0;"777"
"15526";"CO";"1881";"LRD";"3691";"IAH";"3550";"Y";0;"ERJ"
"15527";"CO";"1881";"LWB";"6958";"CLE";"3486";"Y";0;"BE1"
"15528";"CO";"1881";"MAD";"1229";"EWR";"3494";"";0;"752"
"15529";"CO";"1881";"MAF";"3652";"DEN";"3751";"Y";0;"CRJ"
"15530";"CO";"1881";"MAF";"3652";"IAH";"3550";"Y";0;"CRJ ERJ"
"15531";"CO";"1881";"MAJ";"2249";"HNL";"3728";"";0;"738"
"15532";"CO";"1881";"MAJ";"2249";"KWA";"2251";"";0;"738"
"15533";"CO";"1881";"MAN";"478";"EWR";"3494";"";0;"752"
"15534";"CO";"1881";"MAN";"478";"MCO";"3878";"Y";0;"333"
"15535";"CO";"1881";"MAO";"2551";"MIA";"3576";"Y";0;"763"
"15536";"CO";"1881";"MBJ";"1780";"EWR";"3494";"";0;"738"
"15537";"CO";"1881";"MBJ";"1780";"IAH";"3550";"";0;"738"
"15538";"CO";"1881";"MBS";"4128";"ORD";"3830";"Y";0;"CRJ"
"15539";"CO";"1881";"MCI";"3458";"CLE";"3486";"Y";0;"ERJ"
"15540";"CO";"1881";"MCI";"3458";"DEN";"3751";"Y";0;"ER4 CR7 CRJ E70 319"
"15541";"CO";"1881";"MCI";"3458";"EWR";"3494";"Y";0;"ERJ"
"15542";"CO";"1881";"MCI";"3458";"IAD";"3714";"Y";0;"ER4 CR7 E70"
"15543";"CO";"1881";"MCI";"3458";"IAH";"3550";"Y";0;"ERJ CRJ"
"15544";"CO";"1881";"MCI";"3458";"ORD";"3830";"Y";0;"ER4 CR7 320 E70"
"15545";"CO";"1881";"MCI";"3458";"SFO";"3469";"Y";0;"CR7"
"15546";"CO";"1881";"MCO";"3878";"CLE";"3486";"";0;"738 735 739"
"15547";"CO";"1881";"MCO";"3878";"DEN";"3751";"Y";0;"752 320"
"15548";"CO";"1881";"MCO";"3878";"EWR";"3494";"";0;"738 752 739 735 753 73G"
"15549";"CO";"1881";"MCO";"3878";"FRA";"340";"Y";0;"744"
"15550";"CO";"1881";"MCO";"3878";"GRU";"2564";"Y";0;"330"
"15551";"CO";"1881";"MCO";"3878";"IAD";"3714";"Y";0;"752 319 320"
