"";"airline";"airline_id";"source_airport";"source_airport_id";"destination_airport";"destination_airport_id";"codeshare";"stops";"equipment"
"1";"2B";"410";"CEK";"2968";"DME";"4029";"";0;"CR2"
"2";"2B";"410";"CEK";"2968";"KZN";"2990";"";0;"CR2"
"3";"2B";"410";"CEK";"2968";"OVB";"4078";"";0;"CR2"
"4";"2B";"410";"DME";"4029";"CEK";"2968";"";0;"CR2"
"5";"2B";"410";"DME";"4029";"KGD";"2952";"";0;"CR2"
"6";"2B";"410";"DME";"4029";"KZN";"2990";"";0;"CR2"
"7";"2B";"410";"DME";"4029";"NBC";"3769";"";0;"CR2"
"8";"2B";"410";"DME";"4029";"PEZ";"6165";"";0;"CR2"
"9";"2B";"410";"DME";"4029";"UUA";"6160";"";0;"CR2"
"10";"2B";"410";"GYD";"2922";"NBC";"3769";"";0;"CR2"
"11";"2B";"410";"KGD";"2952";"DME";"4029";"";0;"CR2"
"12";"2B";"410";"KZN";"2990";"CEK";"2968";"";0;"CR2"
"13";"2B";"410";"KZN";"2990";"DME";"4029";"";0;"CR2"
"14";"2B";"410";"KZN";"2990";"LED";"2948";"";0;"CR2"
"15";"2B";"410";"KZN";"2990";"MUC";"346";"";0;"CR2"
"16";"2B";"410";"KZN";"2990";"UUA";"6160";"";0;"CR2"
"17";"2B";"410";"LED";"2948";"KZN";"2990";"";0;"CR2"
"18";"2B";"410";"LED";"2948";"NBC";"3769";"";0;"CR2"
"19";"2B";"410";"LED";"2948";"UUA";"6160";"";0;"CR2"
"20";"2B";"410";"MUC";"346";"KZN";"2990";"";0;"CR2"
"21";"2B";"410";"NBC";"3769";"DME";"4029";"";0;"CR2"
"22";"2B";"410";"NBC";"3769";"GYD";"2922";"";0;"CR2"
"23";"2B";"410";"NBC";"3769";"LED";"2948";"";0;"CR2"
"24";"2B";"410";"NJC";"2972";"UUA";"6160";"";0;"CR2"
"25";"2B";"410";"OVB";"4078";"CEK";"2968";"";0;"CR2"
"26";"2B";"410";"PEZ";"6165";"DME";"4029";"";0;"CR2"
"27";"2B";"410";"UUA";"6160";"DME";"4029";"";0;"CR2"
"28";"2B";"410";"UUA";"6160";"KZN";"2990";"";0;"CR2"
"29";"2B";"410";"UUA";"6160";"LED";"2948";"";0;"CR2"
"30";"2B";"410";"UUA";"6160";"NJC";"2972";"";0;"CR2"
"34";"2I";"8359";"ANS";"2787";"LIM";"2789";"";0;"141"
"35";"2I";"8359";"AQP";"2802";"JUL";"2792";"";0;"142"
"36";"2I";"8359";"AQP";"2802";"LIM";"2789";"";0;"142"
"37";"2I";"8359";"AYP";"2786";"LIM";"2789";"";0;"142"
"38";"2I";"8359";"CUZ";"2812";"LIM";"2789";"";0;"141 142"
"39";"2I";"8359";"CUZ";"2812";"PEM";"2808";"";0;"142"
"40";"2I";"8359";"HUU";"6067";"LIM";"2789";"";0;"141"
"41";"2I";"8359";"IQT";"2801";"PCL";"2781";"";0;"143"
"42";"2I";"8359";"IQT";"2801";"TPP";"2806";"";0;"142"
"43";"2I";"8359";"JUL";"2792";"AQP";"2802";"";0;"142"
"44";"2I";"8359";"LIM";"2789";"ANS";"2787";"";0;"141"
"45";"2I";"8359";"LIM";"2789";"AQP";"2802";"";0;"142"
"46";"2I";"8359";"LIM";"2789";"AYP";"2786";"";0;"142"
"47";"2I";"8359";"LIM";"2789";"CUZ";"2812";"";0;"141 142"
"48";"2I";"8359";"LIM";"2789";"HUU";"6067";"";0;"141"
"49";"2I";"8359";"LIM";"2789";"PCL";"2781";"";0;"143"
"50";"2I";"8359";"LIM";"2789";"TBP";"2796";"";0;"142"
"51";"2I";"8359";"LIM";"2789";"TPP";"2806";"";0;"142 143"
"52";"2I";"8359";"PCL";"2781";"IQT";"2801";"";0;"143"
"53";"2I";"8359";"PCL";"2781";"LIM";"2789";"";0;"143"
"54";"2I";"8359";"PCL";"2781";"TPP";"2806";"";0;"143"
"55";"2I";"8359";"PEM";"2808";"CUZ";"2812";"";0;"142"
"56";"2I";"8359";"TBP";"2796";"TYL";"2810";"";0;"142"
"57";"2I";"8359";"TPP";"2806";"IQT";"2801";"";0;"142"
"58";"2I";"8359";"TPP";"2806";"LIM";"2789";"";0;"142 143"
"59";"2I";"8359";"TPP";"2806";"PCL";"2781";"";0;"143"
"60";"2I";"8359";"TYL";"2810";"LIM";"2789";"";0;"142"
"61";"2J";"470";"ABJ";"253";"BOY";"247";"";0;"CRJ"
"62";"2J";"470";"ABJ";"253";"OUA";"246";"";0;"CRJ M87"
"63";"2J";"470";"ACC";"248";"OUA";"246";"";0;"CRJ M87"
"64";"2J";"470";"BKO";"1044";"DKR";"1084";"";0;"M87"
"65";"2J";"470";"BKO";"1044";"ORY";"1386";"Y";0;"321 319"
"66";"2J";"470";"BKO";"1044";"OUA";"246";"";0;"CRJ M87"
"67";"2J";"470";"BOY";"247";"ABJ";"253";"";0;"CRJ"
"68";"2J";"470";"BOY";"247";"OUA";"246";"";0;"CRJ"
"69";"2J";"470";"COO";"245";"DLA";"897";"";0;"M87"
"70";"2J";"470";"COO";"245";"LBV";"970";"";0;"M87"
"71";"2J";"470";"COO";"245";"OUA";"246";"";0;"M87"
"72";"2J";"470";"DKR";"1084";"BKO";"1044";"";0;"M87"
"73";"2J";"470";"DKR";"1084";"OUA";"246";"";0;"M87"
"74";"2J";"470";"DLA";"897";"COO";"245";"";0;"M87"
"75";"2J";"470";"LBV";"970";"COO";"245";"";0;"M87"
"76";"2J";"470";"LFW";"298";"OUA";"246";"";0;"CRJ"
"77";"2J";"470";"NIM";"280";"OUA";"246";"";0;"CRJ"
"78";"2J";"470";"ORY";"1386";"OUA";"246";"Y";0;"319"
"79";"2J";"470";"OUA";"246";"ABJ";"253";"";0;"CRJ M87"
"80";"2J";"470";"OUA";"246";"ACC";"248";"";0;"CRJ M87"
"81";"2J";"470";"OUA";"246";"BKO";"1044";"";0;"CRJ M87"
"82";"2J";"470";"OUA";"246";"BOY";"247";"";0;"CRJ"
"83";"2J";"470";"OUA";"246";"COO";"245";"";0;"M87"
"84";"2J";"470";"OUA";"246";"DKR";"1084";"";0;"M87"
"85";"2J";"470";"OUA";"246";"LFW";"298";"";0;"CRJ"
"86";"2J";"470";"OUA";"246";"NIM";"280";"";0;"CRJ"
"87";"2K";"1338";"BOG";"2709";"UIO";"2688";"";0;"320 319"
"88";"2K";"1338";"CUE";"2671";"GYE";"2673";"";0;"319"
"89";"2K";"1338";"CUE";"2671";"UIO";"2688";"";0;"319"
"90";"2K";"1338";"GPS";"2672";"GYE";"2673";"";0;"320 319"
"91";"2K";"1338";"GPS";"2672";"UIO";"2688";"";0;"319"
"92";"2K";"1338";"GYE";"2673";"CUE";"2671";"";0;"319"
"93";"2K";"1338";"GYE";"2673";"GPS";"2672";"";0;"320 319"
"94";"2K";"1338";"GYE";"2673";"JFK";"3797";"";0;"767"
"95";"2K";"1338";"GYE";"2673";"UIO";"2688";"";0;"319 320"
"96";"2K";"1338";"JFK";"3797";"GYE";"2673";"";0;"767"
"97";"2K";"1338";"MEC";"2683";"UIO";"2688";"";0;"319 320"
"98";"2K";"1338";"UIO";"2688";"BOG";"2709";"";0;"320 319"
"99";"2K";"1338";"UIO";"2688";"CUE";"2671";"";0;"319"
"100";"2K";"1338";"UIO";"2688";"GYE";"2673";"";0;"319 320"
"101";"2K";"1338";"UIO";"2688";"MEC";"2683";"";0;"319 320"
"102";"2L";"2750";"BRI";"1501";"ZRH";"1678";"";0;"100"
"103";"2L";"2750";"BRS";"490";"ZRH";"1678";"";0;"100"
"104";"2L";"2750";"ZRH";"1678";"BRI";"1501";"";0;"100"
"105";"2L";"2750";"ZRH";"1678";"BRS";"490";"";0;"100"
"106";"2M";"3529";"BUD";"1489";"KIV";"1735";"";0;"S20"
"107";"2M";"3529";"KIV";"1735";"BUD";"1489";"";0;"S20"
"108";"2M";"3529";"KIV";"1735";"SAW";"4317";"";0;"S20"
"109";"2M";"3529";"KIV";"1735";"TSR";"1663";"Y";0;"100"
"110";"2M";"3529";"SAW";"4317";"KIV";"1735";"";0;"S20"
"111";"2M";"3529";"TSR";"1663";"KIV";"1735";"Y";0;"100"
"112";"2N";"5501";"AJR";"730";"ARN";"737";"";0;"ATP"
"113";"2N";"5501";"AJR";"730";"LYC";"719";"";0;"ATP"
"114";"2N";"5501";"ARN";"737";"AJR";"730";"";0;"ATP"
"115";"2N";"5501";"ARN";"737";"GEV";"715";"";0;"ATP"
"116";"2N";"5501";"ARN";"737";"KRF";"718";"";0;"ATP"
"117";"2N";"5501";"ARN";"737";"LYC";"719";"";0;"ATP"
"118";"2N";"5501";"ARN";"737";"MHQ";"442";"";0;"SF3"
"119";"2N";"5501";"ARN";"737";"VBY";"746";"";0;"SF3"
"120";"2N";"5501";"ARN";"737";"VHM";"729";"";0;"ATP"
"121";"2N";"5501";"BMA";"738";"OSD";"5593";"";0;"SF3"
"122";"2N";"5501";"CPH";"609";"LPI";"742";"";0;"SF3"
"123";"2N";"5501";"GEV";"715";"ARN";"737";"";0;"ATP"
"124";"2N";"5501";"GEV";"715";"KRF";"718";"";0;"ATP"
"125";"2N";"5501";"HEL";"421";"MHQ";"442";"";0;"SF3"
"126";"2N";"5501";"HMV";"5599";"VHM";"729";"";0;"ATP"
"127";"2N";"5501";"KRF";"718";"ARN";"737";"";0;"ATP"
"128";"2N";"5501";"KRF";"718";"GEV";"715";"";0;"ATP"
"129";"2N";"5501";"LPI";"742";"CPH";"609";"";0;"SF3"
"130";"2N";"5501";"LPI";"742";"ORB";"731";"";0;"SF3"
"131";"2N";"5501";"LYC";"719";"AJR";"730";"";0;"ATP"
"132";"2N";"5501";"LYC";"719";"ARN";"737";"";0;"ATP"
"133";"2N";"5501";"MHQ";"442";"ARN";"737";"";0;"SF3"
"134";"2N";"5501";"MHQ";"442";"HEL";"421";"";0;"SF3"
"135";"2N";"5501";"ORB";"731";"LPI";"742";"";0;"SF3"
"136";"2N";"5501";"OSD";"5593";"BMA";"738";"";0;"SF3"
"137";"2N";"5501";"VBY";"746";"ARN";"737";"";0;"SF3"
"138";"2N";"5501";"VHM";"729";"ARN";"737";"";0;"ATP"
"139";"2N";"5501";"VHM";"729";"HMV";"5599";"";0;"ATP"
"140";"2O";"146";"ADQ";"3531";"AOS";"7167";"";0;"BNI"
"141";"2O";"146";"ADQ";"3531";"KKB";"7168";"";0;"BNI"
"142";"2O";"146";"ADQ";"3531";"KLN";"7162";"";0;"BNI"
"143";"2O";"146";"ADQ";"3531";"KOZ";"7164";"";0;"BNI"
"144";"2O";"146";"ADQ";"3531";"OLH";"7163";"";0;"BNI"
"145";"2O";"146";"AOS";"7167";"KZB";"7176";"";0;"BNI"
"146";"2O";"146";"KKB";"7168";"SYB";"7173";"";0;"BNI"
"147";"2O";"146";"KLN";"7162";"KYK";"7161";"";0;"BNI"
"148";"2O";"146";"KOZ";"7164";"ORI";"7165";"";0;"BNI"
"149";"2O";"146";"SYB";"7173";"KPR";"7172";"";0;"BNI"
"150";"2P";"897";"BCD";"2423";"CEB";"4206";"";0;"DH4"
"151";"2P";"897";"BCD";"2423";"MNL";"2397";"";0;"320"
"152";"2P";"897";"CAN";"3370";"CEB";"4206";"";0;"320"
"153";"2P";"897";"CBO";"2399";"MNL";"2397";"";0;"320"
"154";"2P";"897";"CEB";"4206";"BCD";"2423";"";0;"DH4"
"155";"2P";"897";"CEB";"4206";"CAN";"3370";"";0;"320"
"156";"2P";"897";"CEB";"4206";"CGY";"2400";"";0;"DH4"
"157";"2P";"897";"CEB";"4206";"DVO";"4090";"";0;"320"
"158";"2P";"897";"CEB";"4206";"HKG";"3077";"";0;"320"
"159";"2P";"897";"CEB";"4206";"ILO";"2429";"";0;"DH4"
"160";"2P";"897";"CEB";"4206";"MNL";"2397";"";0;"320"
"161";"2P";"897";"CEB";"4206";"MPH";"4002";"";0;"DH3"
"162";"2P";"897";"CEB";"4206";"OZC";"4204";"";0;"DH4"
"163";"2P";"897";"CEB";"4206";"TAC";"2422";"";0;"DH4"
"164";"2P";"897";"CEB";"4206";"ZAM";"2404";"";0;"DH4"
"165";"2P";"897";"CGY";"2400";"CEB";"4206";"";0;"DH4"
"166";"2P";"897";"CGY";"2400";"DVO";"4090";"";0;"DH4"
"167";"2P";"897";"CGY";"2400";"MNL";"2397";"";0;"320"
"168";"2P";"897";"CRM";"6024";"MNL";"2397";"";0;"DH4"
"169";"2P";"897";"CYP";"6023";"MNL";"2397";"";0;"DH4"
"170";"2P";"897";"DVO";"4090";"CEB";"4206";"";0;"320"
"171";"2P";"897";"DVO";"4090";"CGY";"2400";"";0;"DH4"
"172";"2P";"897";"DVO";"4090";"ILO";"2429";"";0;"320"
"173";"2P";"897";"DVO";"4090";"MNL";"2397";"";0;"320"
"174";"2P";"897";"DVO";"4090";"ZAM";"2404";"";0;"DH4"
"175";"2P";"897";"GES";"6011";"MNL";"2397";"";0;"320"
"176";"2P";"897";"HGH";"3386";"KLO";"2430";"";0;"320"
"177";"2P";"897";"HKG";"3077";"CEB";"4206";"";0;"320"
"178";"2P";"897";"ILO";"2429";"CEB";"4206";"";0;"DH4"
"179";"2P";"897";"ILO";"2429";"DVO";"4090";"";0;"320"
"180";"2P";"897";"ILO";"2429";"MNL";"2397";"";0;"320"
"181";"2P";"897";"JOL";"6013";"ZAM";"2404";"";0;"DH4"
"182";"2P";"897";"KLO";"2430";"HGH";"3386";"";0;"320"
"183";"2P";"897";"KLO";"2430";"MNL";"2397";"";0;"320 DH4"
"184";"2P";"897";"KLO";"2430";"PEK";"3364";"";0;"320"
"185";"2P";"897";"KLO";"2430";"PVG";"3406";"";0;"320"
"186";"2P";"897";"LAO";"4202";"MNL";"2397";"";0;"DH4"
"187";"2P";"897";"LGP";"4203";"MNL";"2397";"";0;"320"
"188";"2P";"897";"MBT";"6025";"MNL";"2397";"";0;"DH3"
"189";"2P";"897";"MNL";"2397";"BCD";"2423";"";0;"320"
"190";"2P";"897";"MNL";"2397";"CBO";"2399";"";0;"320"
"191";"2P";"897";"MNL";"2397";"CEB";"4206";"";0;"320"
"192";"2P";"897";"MNL";"2397";"CGY";"2400";"";0;"320"
"193";"2P";"897";"MNL";"2397";"CRM";"6024";"";0;"DH4"
"194";"2P";"897";"MNL";"2397";"CYP";"6023";"";0;"DH4"
"195";"2P";"897";"MNL";"2397";"DVO";"4090";"";0;"320"
"196";"2P";"897";"MNL";"2397";"GES";"6011";"";0;"320"
"197";"2P";"897";"MNL";"2397";"ILO";"2429";"";0;"320"
"198";"2P";"897";"MNL";"2397";"KLO";"2430";"";0;"320 DH4"
"199";"2P";"897";"MNL";"2397";"LAO";"4202";"";0;"DH4"
"200";"2P";"897";"MNL";"2397";"LGP";"4203";"";0;"320"
"201";"2P";"897";"MNL";"2397";"MBT";"6025";"";0;"DH3"
"202";"2P";"897";"MNL";"2397";"MPH";"4002";"";0;"DH3"
"203";"2P";"897";"MNL";"2397";"OZC";"4204";"";0;"320"
"204";"2P";"897";"MNL";"2397";"PPS";"2433";"";0;"320"
"205";"2P";"897";"MNL";"2397";"SIN";"3316";"";0;"320"
"206";"2P";"897";"MNL";"2397";"SJI";"2435";"";0;"DH3"
"207";"2P";"897";"MNL";"2397";"SUG";"6016";"";0;"DH4"
"208";"2P";"897";"MNL";"2397";"TAC";"2422";"";0;"320"
"209";"2P";"897";"MNL";"2397";"TAG";"3994";"";0;"320"
"210";"2P";"897";"MNL";"2397";"TUG";"6021";"";0;"DH4"
"211";"2P";"897";"MNL";"2397";"USU";"4199";"";0;"DH4"
"212";"2P";"897";"MNL";"2397";"WNP";"6018";"";0;"DH4"
"213";"2P";"897";"MNL";"2397";"ZAM";"2404";"";0;"320"
"214";"2P";"897";"MPH";"4002";"CEB";"4206";"";0;"DH3"
"215";"2P";"897";"MPH";"4002";"MNL";"2397";"";0;"DH3"
"216";"2P";"897";"OZC";"4204";"CEB";"4206";"";0;"DH4"
"217";"2P";"897";"OZC";"4204";"MNL";"2397";"";0;"320"
"218";"2P";"897";"PEK";"3364";"KLO";"2430";"";0;"320"
"219";"2P";"897";"PPS";"2433";"MNL";"2397";"";0;"320"
"220";"2P";"897";"PPS";"2433";"USU";"4199";"";0;"DH4"
"221";"2P";"897";"PVG";"3406";"KLO";"2430";"";0;"320"
"222";"2P";"897";"SIN";"3316";"MNL";"2397";"";0;"320"
"223";"2P";"897";"SJI";"2435";"MNL";"2397";"";0;"DH3 DH4"
"224";"2P";"897";"SUG";"6016";"MNL";"2397";"";0;"DH4"
"225";"2P";"897";"TAC";"2422";"CEB";"4206";"";0;"DH4"
"226";"2P";"897";"TAC";"2422";"MNL";"2397";"";0;"320"
"227";"2P";"897";"TAG";"3994";"MNL";"2397";"";0;"320"
"228";"2P";"897";"TUG";"6021";"MNL";"2397";"";0;"DH4"
"230";"2P";"897";"USU";"4199";"MNL";"2397";"";0;"DH4"
"231";"2P";"897";"USU";"4199";"PPS";"2433";"";0;"DH4"
"232";"2P";"897";"WNP";"6018";"MNL";"2397";"";0;"DH4"
"233";"2P";"897";"ZAM";"2404";"CEB";"4206";"";0;"DH4"
"234";"2P";"897";"ZAM";"2404";"DVO";"4090";"";0;"DH4"
"235";"2P";"897";"ZAM";"2404";"JOL";"6013";"";0;"DH4"
"236";"2P";"897";"ZAM";"2404";"MNL";"2397";"";0;"320"
"238";"3B";"15953";"OSR";"1582";"PRG";"1587";"";0;"SF3"
"239";"3B";"15953";"OSR";"1582";"VIE";"1613";"";0;"SF3"
"240";"3B";"15953";"POZ";"674";"PRG";"1587";"";0;"SF3"
"241";"3B";"15953";"PRG";"1587";"OSR";"1582";"";0;"SF3"
"242";"3B";"15953";"PRG";"1587";"POZ";"674";"";0;"SF3"
"243";"3B";"15953";"VIE";"1613";"OSR";"1582";"";0;"SF3"
"244";"3E";"10739";"BRL";"5726";"ORD";"3830";"";0;"CNC"
"245";"3E";"10739";"BRL";"5726";"STL";"3678";"";0;"CNC"
"246";"3E";"10739";"DEC";"4042";"ORD";"3830";"";0;"CNC"
"247";"3E";"10739";"DEC";"4042";"STL";"3678";"";0;"CNC"
"248";"3E";"10739";"ORD";"3830";"BRL";"5726";"";0;"CNC"
"249";"3E";"10739";"ORD";"3830";"DEC";"4042";"";0;"CNC"
"250";"3E";"10739";"STL";"3678";"BRL";"5726";"";0;"CNC"
"251";"3E";"10739";"STL";"3678";"DEC";"4042";"";0;"CNC"
"252";"3F";"16262";"CGA";"7144";"HYL";"7145";"";0;"DHP"
"253";"3F";"16262";"CGA";"7144";"KTN";"3808";"";0;"DHP"
"254";"3F";"16262";"HYL";"7145";"CGA";"7144";"";0;"DHP"
"255";"3F";"16262";"HYL";"7145";"KTN";"3808";"";0;"DHP"
"256";"3F";"16262";"KTB";"7147";"KTN";"3808";"";0;"DHP"
"257";"3F";"16262";"KTN";"3808";"CGA";"7144";"";0;"DHP"
"258";"3F";"16262";"KTN";"3808";"HYL";"7145";"";0;"DHP"
"259";"3F";"16262";"KTN";"3808";"KTB";"7147";"";0;"DHP"
"260";"3F";"16262";"KTN";"3808";"MTM";"7146";"";0;"DHP"
"261";"3F";"16262";"MTM";"7146";"KTN";"3808";"";0;"DHP"
"262";"3H";"\N";"AKV";"5506";"YIK";"5504";"";0;"DH8"
"263";"3H";"\N";"AKV";"5506";"YPX";"6727";"";0;"DH8"
"264";"3H";"\N";"XGR";"5512";"YVP";"154";"";0;"BET"
"265";"3H";"\N";"YGL";"62";"YGW";"5496";"";0;"DH8"
"266";"3H";"\N";"YGL";"62";"YPX";"6727";"";0;"73M DH8"
"267";"3H";"\N";"YGL";"62";"YUL";"146";"";0;"73M DH8"
"268";"3H";"\N";"YGW";"5496";"YGL";"62";"";0;"DH8"
"269";"3H";"\N";"YGW";"5496";"YSK";"5529";"";0;"DH8"
"270";"3H";"\N";"YGW";"5496";"YUD";"5515";"";0;"DH8"
"271";"3H";"\N";"YGW";"5496";"YUL";"146";"";0;"DH8"
"272";"3H";"\N";"YIK";"5504";"AKV";"5506";"";0;"DH8"
"273";"3H";"\N";"YIK";"5504";"YZG";"5535";"";0;"DH8"
"274";"3H";"\N";"YKG";"5481";"YPJ";"5508";"";0;"DHT DH8"
"275";"3H";"\N";"YKG";"5481";"YQC";"5499";"";0;"DH8"
"276";"3H";"\N";"YKG";"5481";"YVP";"154";"";0;"DH8 DHT"
"277";"3H";"\N";"YKL";"80";"YQB";"111";"";0;"DH8"
"278";"3H";"\N";"YKL";"80";"YVP";"154";"";0;"DH8 BET"
"279";"3H";"\N";"YKL";"80";"YWK";"161";"";0;"BET"
"280";"3H";"\N";"YKL";"80";"YZV";"202";"";0;"BET DH8"
"281";"3H";"\N";"YPH";"5520";"YPX";"6727";"";0;"DH8 BET"
"282";"3H";"\N";"YPH";"5520";"YUD";"5515";"";0;"DH8"
"283";"3H";"\N";"YPH";"5520";"YVP";"154";"";0;"BET"
"284";"3H";"\N";"YPJ";"5508";"YKG";"5481";"";0;"DHT DH8"
"285";"3H";"\N";"YPJ";"5508";"YTQ";"6728";"";0;"DHT DH8"
"286";"3H";"\N";"YPJ";"5508";"YVP";"154";"";0;"DHT"
"287";"3H";"\N";"YPX";"6727";"AKV";"5506";"";0;"DH8"
"288";"3H";"\N";"YPX";"6727";"YGL";"62";"";0;"73M DH8"
"289";"3H";"\N";"YPX";"6727";"YPH";"5520";"";0;"DH8"
"290";"3H";"\N";"YPX";"6727";"YVP";"154";"";0;"BET"
"291";"3H";"\N";"YPX";"6727";"YZG";"5535";"";0;"DH8"
"292";"3H";"\N";"YQB";"111";"YKL";"80";"";0;"DH8"
"293";"3H";"\N";"YQB";"111";"YUL";"146";"";0;"DH8"
"294";"3H";"\N";"YQC";"5499";"YKG";"5481";"";0;"DH8"
"295";"3H";"\N";"YQC";"5499";"YWB";"7253";"";0;"DH8"
"296";"3H";"\N";"YSK";"5529";"YGW";"5496";"";0;"DH8"
"297";"3H";"\N";"YSK";"5529";"YUD";"5515";"";0;"DH8"
"298";"3H";"\N";"YTQ";"6728";"YPJ";"5508";"";0;"DHT DH8"
"299";"3H";"\N";"YTQ";"6728";"YVP";"154";"";0;"DHT DH8"
"300";"3H";"\N";"YUD";"5515";"YGW";"5496";"";0;"DH8"
"301";"3H";"\N";"YUD";"5515";"YPH";"5520";"";0;"DH8"
"302";"3H";"\N";"YUD";"5515";"YSK";"5529";"";0;"DH8"
"303";"3H";"\N";"YUL";"146";"YGL";"62";"";0;"73M DH8"
"304";"3H";"\N";"YUL";"146";"YGW";"5496";"";0;"DH8"
"305";"3H";"\N";"YUL";"146";"YQB";"111";"";0;"DH8"
"306";"3H";"\N";"YVP";"154";"XGR";"5512";"";0;"BET"
"307";"3H";"\N";"YVP";"154";"YKG";"5481";"";0;"DH8"
"308";"3H";"\N";"YVP";"154";"YKL";"80";"";0;"DH8 BET"
"309";"3H";"\N";"YVP";"154";"YPH";"5520";"";0;"BET"
"310";"3H";"\N";"YVP";"154";"YPX";"6727";"";0;"BET"
"311";"3H";"\N";"YVP";"154";"YTQ";"6728";"";0;"DHT DH8"
"312";"3H";"\N";"YWB";"7253";"YQC";"5499";"";0;"DH8"
"313";"3H";"\N";"YWB";"7253";"YZG";"5535";"";0;"DH8"
"314";"3H";"\N";"YWK";"161";"YKL";"80";"";0;"BET"
"315";"3H";"\N";"YWK";"161";"YZV";"202";"";0;"BET"
"316";"3H";"\N";"YZG";"5535";"YIK";"5504";"";0;"DH8"
"317";"3H";"\N";"YZG";"5535";"YPX";"6727";"";0;"DH8"
"318";"3H";"\N";"YZG";"5535";"YWB";"7253";"";0;"DH8"
"319";"3H";"\N";"YZV";"202";"YKL";"80";"";0;"BET DH8"
"320";"3H";"\N";"YZV";"202";"YWK";"161";"";0;"BET"
"321";"3K";"3021";"AKL";"2006";"SIN";"3316";"";0;"332"
"322";"3K";"3021";"BKK";"3885";"SIN";"3316";"";0;"320"
"323";"3K";"3021";"CAN";"3370";"SIN";"3316";"";0;"320"
"324";"3K";"3021";"HAK";"4120";"SIN";"3316";"";0;"320"
"325";"3K";"3021";"HAN";"3199";"SIN";"3316";"";0;"320"
"326";"3K";"3021";"HGH";"3386";"SIN";"3316";"";0;"320"
"327";"3K";"3021";"HKG";"3077";"SIN";"3316";"";0;"320"
"328";"3K";"3021";"HKT";"3179";"SIN";"3316";"";0;"320"
"329";"3K";"3021";"KIX";"3992";"TPE";"2276";"";0;"320"
"330";"3K";"3021";"KUL";"3304";"SIN";"3316";"";0;"320"
"331";"3K";"3021";"MFM";"3121";"SIN";"3316";"";0;"320"
"332";"3K";"3021";"MNL";"2397";"SIN";"3316";"";0;"320"
"333";"3K";"3021";"NGB";"3387";"SIN";"3316";"";0;"320"
"334";"3K";"3021";"PEN";"3308";"SIN";"3316";"";0;"320"
"335";"3K";"3021";"PER";"3351";"SIN";"3316";"";0;"320"
"336";"3K";"3021";"PNH";"3034";"SIN";"3316";"";0;"320"
"337";"3K";"3021";"REP";"3035";"PNH";"3034";"";0;"320"
"338";"3K";"3021";"RGN";"3239";"SIN";"3316";"";0;"320"
"339";"3K";"3021";"SGN";"3205";"SIN";"3316";"";0;"320"
"340";"3K";"3021";"SIN";"3316";"AKL";"2006";"";0;"332"
"341";"3K";"3021";"SIN";"3316";"BKK";"3885";"";0;"320"
"342";"3K";"3021";"SIN";"3316";"CAN";"3370";"";0;"320"
"343";"3K";"3021";"SIN";"3316";"HAK";"4120";"";0;"320"
"344";"3K";"3021";"SIN";"3316";"HAN";"3199";"";0;"320"
"345";"3K";"3021";"SIN";"3316";"HGH";"3386";"";0;"320"
"346";"3K";"3021";"SIN";"3316";"HKG";"3077";"";0;"320"
"347";"3K";"3021";"SIN";"3316";"HKT";"3179";"";0;"320"
"348";"3K";"3021";"SIN";"3316";"KUL";"3304";"";0;"320"
"349";"3K";"3021";"SIN";"3316";"MFM";"3121";"";0;"320"
"350";"3K";"3021";"SIN";"3316";"MNL";"2397";"";0;"320"
"351";"3K";"3021";"SIN";"3316";"NGB";"3387";"";0;"320"
"352";"3K";"3021";"SIN";"3316";"PEN";"3308";"";0;"320"
"353";"3K";"3021";"SIN";"3316";"PER";"3351";"";0;"320"
"354";"3K";"3021";"SIN";"3316";"PNH";"3034";"";0;"320"
"355";"3K";"3021";"SIN";"3316";"REP";"3035";"";0;"320"
"356";"3K";"3021";"SIN";"3316";"RGN";"3239";"";0;"320"
"357";"3K";"3021";"SIN";"3316";"SGN";"3205";"";0;"320"
"358";"3K";"3021";"SIN";"3316";"SWA";"4302";"";0;"320"
"359";"3K";"3021";"SIN";"3316";"TPE";"2276";"";0;"320"
"360";"3K";"3021";"SWA";"4302";"SIN";"3316";"";0;"320"
"361";"3K";"3021";"TPE";"2276";"KIX";"3992";"";0;"320"
"362";"3K";"3021";"TPE";"2276";"SIN";"3316";"";0;"320"
"363";"3L";"2916";"DUS";"345";"FDH";"382";"";0;"DH3"
"364";"3L";"2916";"FDH";"382";"DUS";"345";"";0;"DH3"
"365";"3L";"2916";"FDH";"382";"GRZ";"1609";"";0;"DH3"
"366";"3L";"2916";"FDH";"382";"HAM";"342";"";0;"DH3"
"367";"3L";"2916";"FDH";"382";"TXL";"351";"";0;"DH3"
"368";"3L";"2916";"FDH";"382";"VIE";"1613";"";0;"DH3"
"369";"3L";"2916";"GRZ";"1609";"FDH";"382";"";0;"DH3"
"370";"3L";"2916";"HAM";"342";"FDH";"382";"";0;"DH3"
"371";"3L";"2916";"TXL";"351";"FDH";"382";"";0;"DH3"
"372";"3L";"2916";"VIE";"1613";"FDH";"382";"";0;"DH3"
"373";"3M";"\N";"DUJ";"5734";"FKL";"4058";"";0;"BE1"
"374";"3O";"9818";"AMS";"580";"NDR";"5673";"";0;"320"
"375";"3O";"9818";"AMS";"580";"TNG";"1080";"";0;"320"
